npbpID,playerID,yearID,stint,lgID,teamID,POS,G,W,L,SV,HLD,HP,CG,SHO,WL_pct,BFP,IPouts,H,HR,BB,HBP,SO,WP,BK,R,ER,ERA,GS,K_pct,BB_pct,HR_pct,BABIP,LOB%,IBB,RA-,FIP-,RA9_WAR,WAR
6337,103040,1982,1,CL,HIROSHIMA,RP,57,10,7,11,,,0,0,0.588,441,319,94,9,40,3,82,4,0,39,31,2.62,0,0.186,0.091,0.02,0.283,0.788,5,83,86,2,1.9
6338,103040,1983,1,CL,HIROSHIMA,RP,49,7,10,9,,,2,1,0.412,465,346,90,14,38,4,89,3,1,49,45,3.51,5,0.191,0.082,0.03,0.249,0.738,4,81,85,2.5,2.2
6339,103040,1984,1,CL,HIROSHIMA,SP,24,10,5,2,,,9,2,0.667,615,441,133,14,49,4,95,4,0,52,48,2.94,21,0.154,0.08,0.023,0.27,0.805,2,66,84,4.8,3.3
6340,103040,1985,1,CL,HIROSHIMA,SP,32,10,7,2,,,6,0,0.588,706,485,157,26,80,0,86,2,0,79,73,4.06,26,0.122,0.113,0.037,0.266,0.788,3,89,113,3,1
6341,103040,1986,1,CL,HIROSHIMA,SP,15,6,5,0,,,2,1,0.545,383,276,97,10,15,4,63,1,0,36,28,2.74,15,0.164,0.039,0.026,0.311,0.784,1,86,89,1.8,1.8
6342,103040,1987,1,CL,HIROSHIMA,SP,25,13,5,0,,,8,1,0.722,655,479,144,14,35,3,145,1,0,58,52,2.93,25,0.221,0.053,0.021,0.294,0.764,1,77,73,4,4.7
6343,103040,1988,1,CL,HIROSHIMA,SP,24,13,7,0,,,14,4,0.65,723,555,132,11,39,3,183,4,0,46,35,1.7,24,0.253,0.054,0.015,0.259,0.807,4,58,61,6.7,6.4
6344,103040,1989,1,CL,HIROSHIMA,SP,19,8,6,0,,,5,4,0.571,555,437,97,4,36,1,139,4,0,36,31,1.92,19,0.25,0.065,0.007,0.258,0.763,4,56,54,5.4,5.5
6345,103040,1990,1,CL,HIROSHIMA,SP,27,6,11,3,,,3,1,0.353,527,375,112,12,46,1,118,4,0,54,44,3.17,17,0.224,0.087,0.023,0.296,0.738,2,91,84,2.1,2.7
6346,103040,1991,1,CL,HIROSHIMA,RP,37,6,2,26,,,0,0,0.75,181,139,28,2,17,1,58,3,0,11,6,1.17,0,0.32,0.094,0.011,0.265,0.81,4,52,51,2.2,2.2
6347,103040,1992,1,CL,HIROSHIMA,RP,42,5,3,26,,,0,0,0.625,236,177,39,5,25,0,77,2,0,15,13,1.98,0,0.326,0.106,0.021,0.27,0.86,3,57,67,2.5,2
6348,103040,1993,1,CL,HIROSHIMA,RP,31,3,1,23,,,0,0,0.75,149,114,26,2,13,0,46,2,0,10,10,2.37,0,0.309,0.087,0.013,0.276,0.801,1,59,55,1.6,1.7
6349,103040,1994,1,CL,HIROSHIMA,RP,42,4,2,18,,,0,0,0.667,199,146,34,2,19,1,38,3,0,17,13,2.4,0,0.191,0.095,0.01,0.246,0.723,1,77,78,1.2,1.1
6350,103040,1995,1,CL,HIROSHIMA,SP,22,7,5,4,,,4,2,0.583,411,308,81,7,40,1,66,3,1,42,35,3.07,14,0.161,0.097,0.017,0.255,0.713,1,87,91,2,1.8
6351,103040,1996,1,CL,HIROSHIMA,SP,19,5,4,0,,,3,1,0.556,502,357,122,5,33,2,72,4,0,54,52,3.93,18,0.143,0.066,0.01,0.309,0.687,1,93,80,1.9,2.9
6352,103040,1997,1,CL,HIROSHIMA,SP,23,9,6,0,,,2,1,0.6,570,407,121,7,47,0,80,3,0,58,43,2.85,23,0.14,0.082,0.012,0.271,0.695,2,91,85,2.4,2.9
6353,103040,1998,1,CL,HIROSHIMA,SP,13,3,2,0,,,0,0,0.6,184,130,41,4,17,0,24,1,1,18,14,2.91,8,0.13,0.092,0.022,0.272,0.763,2,92,104,0.7,0.4
6354,103041,1977,1,PL,HANKYU,SP,1,0,1,0,,,0,0,0,27,12,9,2,6,0,1,1,0,6,6,13.5,1,0.037,0.222,0.074,0.389,0.738,0,333,275,-0.3,-0.2
6355,103042,1977,1,CL,YOMIURI,SP,15,2,3,0,,,0,0,0.4,189,126,50,7,19,0,30,0,0,25,22,4.71,9,0.159,0.101,0.037,0.339,0.743,0,112,102,0.2,0.5
6356,103042,1978,1,CL,YOMIURI,RP,2,0,0,0,,,0,0,,14,9,2,1,3,0,1,0,0,1,1,3,0,0.071,0.214,0.071,0.111,1,0,63,221,0.1,-0.1
6357,103042,1979,1,CL,YOMIURI,SP,27,4,7,0,,,1,1,0.364,328,230,68,13,33,3,59,1,0,42,34,3.99,12,0.18,0.101,0.04,0.258,0.723,1,110,113,0.5,0.4
6358,103042,1980,1,CL,YOMIURI,SP,18,4,3,0,,,1,1,0.571,227,163,51,7,24,0,46,1,0,30,30,4.97,11,0.203,0.106,0.031,0.303,0.69,0,119,100,0.1,0.6
6359,103042,1981,1,CL,YOMIURI,SP,12,1,2,0,,,0,0,0.333,170,115,40,5,15,0,34,2,0,26,24,5.63,5,0.2,0.088,0.029,0.31,0.604,1,146,95,-0.5,0.6
6360,103042,1982,1,PL,HANKYU,SP,19,3,4,0,,,2,1,0.429,372,257,85,7,40,3,52,1,0,39,39,4.1,12,0.14,0.108,0.019,0.302,0.753,1,94,92,1.2,1.4
6361,103042,1984,1,PL,HANKYU,RP,8,0,0,0,,,0,0,,39,28,8,0,6,0,2,1,1,5,5,4.82,2,0.051,0.154,0,0.296,0.643,0,99,96,0.1,0.1
6362,103043,1977,1,CL,HIROSHIMA,RP,32,2,6,0,,,0,0,0.25,266,192,59,7,22,1,23,3,0,35,28,3.94,4,0.086,0.083,0.026,0.249,0.651,0,104,100,0.5,0.6
6363,103043,1978,1,CL,HIROSHIMA,RP,14,0,0,0,,,0,0,,55,31,18,2,5,1,4,0,0,10,10,8.71,0,0.073,0.091,0.036,0.381,0.66,0,180,121,-0.3,-0.1
6364,103043,1979,1,PL,LOTTE,RP,27,1,1,1,,,0,0,0.5,254,170,68,10,15,9,19,0,1,36,36,5.72,2,0.075,0.059,0.039,0.294,0.718,0,123,128,-0.3,-0.4
6365,103043,1980,1,PL,LOTTE,SP,3,0,1,0,,,0,0,0,34,18,10,1,3,3,1,0,0,9,9,13.5,1,0.029,0.088,0.029,0.36,0.479,0,268,140,-0.4,-0.1
6366,103043,1981,1,PL,LOTTE,RP,22,1,1,0,,,0,0,0.5,258,185,63,6,19,3,21,2,0,33,26,3.79,2,0.081,0.074,0.023,0.282,0.679,0,107,101,0.2,0.5
6367,103043,1982,1,PL,LOTTE,SP,7,2,0,0,,,0,0,1,117,81,27,2,12,5,4,0,0,13,7,2.33,2,0.034,0.103,0.017,0.272,0.752,0,102,126,0.2,-0.1
6368,103043,1983,1,PL,LOTTE,RP,8,0,1,0,,,0,0,0,63,31,26,2,8,1,2,0,0,17,17,14.81,1,0.032,0.127,0.032,0.5,0.559,0,315,139,-1,-0.2
6369,103044,1977,1,CL,HIROSHIMA,RP,37,2,2,0,,,0,0,0.5,306,215,76,14,27,3,40,1,0,45,35,4.4,2,0.131,0.088,0.046,0.292,0.706,2,119,119,-0.2,-0.2
6370,103044,1978,1,CL,HIROSHIMA,RP,17,2,2,1,,,0,0,0.5,138,92,33,2,10,2,23,0,0,21,18,5.28,0,0.167,0.072,0.014,0.313,0.569,0,127,71,-0.3,0.9
6371,103044,1979,1,CL,HIROSHIMA,RP,2,0,0,0,,,0,0,,13,6,5,1,2,0,1,0,0,6,6,27,0,0.077,0.154,0.077,0.444,0.179,0,587,202,-0.3,-0.1
6372,103044,1981,1,CL,HIROSHIMA,RP,1,0,0,0,,,0,0,,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0.167,0,0.2,1,0,0,124,0.1,0
6373,103044,1982,1,PL,LOTTE,RP,15,0,1,0,,,0,0,0,63,46,14,4,6,0,12,1,0,6,4,2.35,0,0.19,0.095,0.063,0.244,0.972,0,83,136,0.2,-0.2
6374,103044,1983,1,PL,LOTTE,RP,20,0,1,0,,,0,0,0,127,87,33,4,14,1,15,1,0,17,17,5.28,0,0.118,0.11,0.031,0.315,0.731,0,112,109,0,0
6375,103044,1984,1,PL,LOTTE,RP,1,0,0,0,,,0,0,,7,3,3,1,1,0,0,0,0,3,3,27,0,0,0.143,0.143,0.4,0.385,0,553,305,-0.2,-0.1
6376,103045,1977,1,CL,YAKULT,RP,1,0,0,0,,,0,0,,5,3,2,0,0,0,0,0,0,1,1,9,0,0,0,0,0.4,0.5,0,187,60,0,0
6377,103046,1977,1,CL,TAIYO,RP,24,1,1,0,,,0,0,0.5,101,62,28,4,11,1,8,0,1,16,13,5.66,0,0.079,0.109,0.04,0.324,0.698,0,140,121,-0.3,-0.1
6378,103046,1978,1,CL,TAIYO,RP,40,0,2,0,,,0,0,0,133,92,28,4,19,0,19,0,0,25,25,7.34,2,0.143,0.143,0.03,0.27,0.531,2,153,110,-0.7,0.1
6379,103046,1979,1,CL,TAIYO,RP,19,0,0,0,,,0,0,,79,48,15,3,15,2,11,1,0,14,14,7.88,1,0.139,0.19,0.038,0.267,0.647,2,169,156,-0.4,-0.3
6380,103046,1980,1,PL,SEIBU,RP,25,0,1,0,,,0,0,0,139,97,25,3,17,2,23,1,0,17,15,4.18,2,0.165,0.122,0.022,0.247,0.678,0,93,87,0.4,0.5
6381,103047,1977,1,CL,YOMIURI,RP,9,0,1,0,,,0,0,0,74,46,19,5,12,0,9,0,0,14,14,8.22,2,0.122,0.162,0.068,0.292,0.708,1,172,168,-0.4,-0.4
6382,103047,1978,1,CL,YOMIURI,RP,2,0,0,0,,,0,0,,11,6,5,1,0,0,1,0,0,2,1,4.5,0,0.091,0,0.091,0.5,0.833,0,189,159,-0.1,0
6383,103047,1979,1,CL,YOMIURI,RP,7,0,0,0,,,0,0,,66,42,20,3,7,1,11,0,0,12,9,5.79,1,0.167,0.106,0.045,0.386,0.672,0,172,127,-0.3,-0.1
6384,103047,1980,1,CL,YOMIURI,SP,28,9,8,0,,,5,1,0.529,600,448,126,17,50,2,96,3,1,55,42,2.53,22,0.16,0.083,0.028,0.256,0.798,5,80,97,3.5,2.1
6385,103047,1981,1,CL,YOMIURI,SP,31,11,7,0,,,5,3,0.611,817,590,185,25,59,5,122,1,0,85,81,3.71,30,0.149,0.072,0.031,0.272,0.766,5,93,104,3.2,2.2
6386,103047,1982,1,CL,YOMIURI,SP,30,15,6,0,,,10,3,0.714,812,568,196,16,68,3,85,1,0,80,69,3.28,27,0.105,0.084,0.02,0.291,0.765,2,95,105,2.8,2
6387,103047,1983,1,CL,YOMIURI,SP,29,7,7,0,,,2,0,0.5,549,351,145,18,47,5,59,1,2,82,65,5,21,0.107,0.086,0.033,0.316,0.669,3,134,111,-0.6,0.9
6388,103047,1984,1,CL,YOMIURI,SP,32,5,10,1,,,0,0,0.333,488,342,120,17,37,3,68,2,0,60,58,4.58,17,0.139,0.076,0.035,0.295,0.734,4,102,102,1.2,1.3
6389,103047,1985,1,CL,YOMIURI,RP,47,4,3,2,,,0,0,0.571,307,223,66,7,25,1,41,1,0,37,32,3.87,0,0.134,0.081,0.023,0.265,0.669,1,95,88,0.8,1.1
6390,103051,1977,1,CL,CHUNICHI,RP,1,0,0,0,,,0,0,,7,6,1,1,0,0,1,0,0,1,1,4.5,0,0.143,0,0.143,0,-1,0,96,198,0,-0.1
6391,103053,1977,1,CL,YAKULT,SP,6,0,2,0,,,0,0,0,89,57,27,6,6,1,8,0,0,17,14,6.63,5,0.09,0.067,0.067,0.328,0.664,0,168,151,-0.4,-0.2
6392,103053,1979,1,CL,YAKULT,RP,24,0,3,0,,,0,0,0,203,134,51,10,24,1,31,0,0,43,33,6.65,3,0.153,0.118,0.049,0.308,0.532,1,192,136,-1.7,-0.5
6393,103053,1980,1,CL,YAKULT,RP,28,4,3,4,,,0,0,0.571,229,166,47,6,25,4,37,3,2,21,19,3.09,3,0.162,0.109,0.026,0.27,0.814,1,83,109,1.1,0.2
6394,103053,1981,1,CL,YAKULT,RP,14,1,1,0,,,0,0,0.5,79,60,19,4,7,0,15,1,0,12,12,5.4,0,0.19,0.089,0.051,0.3,0.686,2,132,122,-0.2,-0.1
6395,103053,1982,1,CL,YAKULT,RP,8,0,0,0,,,0,0,,40,28,10,3,4,0,4,0,0,7,7,6.75,0,0.1,0.1,0.075,0.28,0.714,0,176,214,-0.2,-0.3
6396,103053,1983,1,CL,YAKULT,RP,15,0,0,0,,,0,0,,89,58,30,8,2,1,8,0,0,16,16,7.45,0,0.09,0.022,0.09,0.338,0.78,0,165,173,-0.4,-0.5
6397,103053,1984,1,CL,YAKULT,RP,42,1,2,0,,,0,0,0.333,269,192,71,10,10,3,26,2,0,37,36,5.06,0,0.097,0.037,0.037,0.288,0.671,1,114,104,-0.1,0.3
6398,103053,1985,1,CL,YAKULT,RP,8,0,0,0,,,0,0,,55,36,13,1,9,0,0,0,0,9,9,6.75,0,0,0.164,0.018,0.3,0.631,0,142,143,-0.2,-0.1
6399,103053,1986,1,CL,YAKULT,RP,2,0,0,0,,,0,0,,20,11,7,0,1,0,2,0,0,5,5,12.27,0,0.1,0.05,0,0.438,0.375,0,304,70,-0.2,0.1
6400,103053,1987,1,CL,YAKULT,RP,28,0,1,0,,,0,0,0,183,130,45,8,14,3,22,1,0,21,19,3.95,0,0.12,0.077,0.044,0.285,0.807,4,102,127,0.2,-0.3
6401,103053,1988,1,CL,YAKULT,RP,34,0,0,0,,,0,0,,214,151,51,3,22,2,22,2,0,21,16,2.86,0,0.103,0.103,0.014,0.304,0.763,3,101,109,0.2,0.1
6402,103053,1989,1,CL,YAKULT,RP,5,0,0,0,,,0,0,,35,24,10,1,1,0,5,1,0,5,5,5.63,0,0.143,0.029,0.029,0.36,0.625,0,146,96,-0.1,0.1
6403,103053,1990,1,CL,YAKULT,RP,1,0,0,0,,,0,0,,19,6,8,1,5,0,1,0,0,8,7,31.5,0,0.053,0.263,0.053,0.583,0.431,0,841,247,-0.3,-0.2
6404,103067,1978,1,CL,CHUNICHI,SP,25,3,4,0,,,1,0,0.429,331,218,75,9,45,1,52,2,0,43,35,4.33,10,0.157,0.136,0.027,0.311,0.72,1,112,106,0.3,0.6
6405,103069,1978,1,PL,NANKAI,RP,23,1,4,0,,,1,1,0.2,278,194,75,11,19,2,20,0,0,44,40,5.57,5,0.072,0.068,0.04,0.288,0.645,0,150,135,-1,-0.6
6406,103069,1979,1,PL,NANKAI,SP,33,2,11,0,,,2,0,0.154,427,283,113,20,41,3,37,0,0,79,74,7.06,13,0.087,0.096,0.047,0.29,0.605,1,163,137,-2,-0.8
6407,103069,1980,1,PL,NANKAI,RP,18,1,0,0,,,0,0,1,152,100,44,9,12,0,20,0,0,27,27,7.29,1,0.132,0.079,0.059,0.324,0.668,0,144,120,-0.6,-0.1
6408,103069,1981,1,PL,NANKAI,RP,12,0,2,0,,,0,0,0,79,54,19,3,6,1,8,0,0,10,9,4.5,0,0.101,0.076,0.038,0.271,0.734,0,114,119,0,-0.1
6409,103069,1982,1,PL,NANKAI,RP,15,0,0,0,,,0,0,,82,53,21,4,8,0,7,0,0,11,11,5.6,0,0.085,0.098,0.049,0.274,0.769,1,135,139,-0.2,-0.2
6410,103070,1978,1,CL,HIROSHIMA,RP,5,0,0,0,,,0,0,,20,14,7,0,0,2,3,0,0,4,4,7.71,0,0.15,0,0,0.467,0.556,0,159,61,-0.1,0.1
6411,103071,1978,1,PL,CROWN LIGHTER,RP,20,1,3,0,,,0,0,0.25,247,161,75,9,15,4,22,0,0,33,29,4.86,5,0.089,0.061,0.036,0.346,0.749,0,132,124,-0.4,-0.1
6412,103073,1978,1,CL,HANSHIN,RP,18,1,1,0,,,0,0,0.5,191,121,58,14,14,2,21,0,0,35,34,7.59,4,0.11,0.073,0.073,0.324,0.717,0,173,160,-1.1,-0.9
6413,103073,1979,1,CL,HANSHIN,RP,23,1,3,1,,,0,0,0.25,247,160,68,4,18,2,29,3,0,35,29,4.89,4,0.117,0.073,0.016,0.346,0.643,1,137,88,-0.6,1
6414,103073,1980,1,CL,HANSHIN,SP,21,4,6,0,,,2,0,0.4,392,282,86,10,25,3,49,0,1,49,40,3.83,16,0.125,0.064,0.026,0.257,0.65,1,118,99,0.3,1.3
6415,103073,1981,1,CL,HANSHIN,SP,33,8,8,0,,,4,1,0.5,606,441,148,15,31,2,89,0,0,72,60,3.67,23,0.147,0.051,0.025,0.294,0.681,3,110,91,1,2.6
6416,103073,1982,1,CL,HANSHIN,SP,27,10,10,0,,,2,1,0.5,673,476,164,13,42,3,84,2,0,70,58,3.29,26,0.125,0.062,0.019,0.295,0.729,5,104,94,1.6,2.6
6417,103073,1983,1,CL,HANSHIN,SP,35,6,7,1,,,2,0,0.462,513,348,141,21,32,4,61,2,0,69,67,5.2,18,0.119,0.062,0.041,0.314,0.732,2,119,113,0.2,0.6
6418,103073,1984,1,CL,HANSHIN,SP,32,4,11,2,,,3,0,0.267,660,452,171,24,52,5,80,1,1,89,81,4.84,25,0.121,0.079,0.036,0.31,0.715,4,117,111,0.5,1.1
6419,103073,1985,1,CL,HANSHIN,SP,25,5,5,0,,,3,0,0.5,488,347,123,16,39,1,59,3,1,63,58,4.51,16,0.121,0.08,0.033,0.301,0.711,1,105,102,1.1,1.3
6420,103073,1986,1,CL,HANSHIN,SP,29,8,8,0,,,4,1,0.5,586,417,142,20,33,3,83,3,1,74,69,4.47,25,0.142,0.056,0.034,0.283,0.693,3,121,110,0.3,1.1
6421,103073,1987,1,CL,HANSHIN,SP,19,0,9,0,,,1,0,0,329,219,89,15,26,3,45,0,0,48,46,5.67,13,0.137,0.079,0.046,0.325,0.722,1,141,133,-0.6,-0.3
6422,103073,1988,1,CL,HANSHIN,SP,6,2,0,0,,,2,2,1,116,85,15,0,17,1,17,1,0,2,2,0.64,4,0.147,0.147,0,0.192,0.939,1,17,94,1.7,0.4
6423,103073,1989,1,CL,HANSHIN,SP,27,3,8,0,,,2,0,0.273,464,324,110,6,35,5,52,0,2,58,51,4.25,15,0.112,0.075,0.013,0.296,0.65,5,126,96,-0.2,1.5
6424,103073,1990,1,CL,HANSHIN,SP,24,2,4,0,,,1,1,0.333,307,202,84,10,35,2,35,3,0,43,40,5.35,9,0.114,0.114,0.033,0.354,0.729,6,138,129,-0.6,-0.3
6425,103073,1991,1,CL,HANSHIN,SP,1,0,1,0,,,0,0,0,4,3,1,1,0,0,1,0,0,1,1,9,1,0.25,0,0.25,0,-1,0,227,400,0,-0.1
6426,103074,1978,1,CL,YAKULT,RP,3,0,0,0,,,0,0,,22,12,6,2,3,1,3,0,0,6,5,11.25,0,0.136,0.136,0.091,0.308,0.556,0,283,216,-0.3,-0.2
6427,103074,1979,1,CL,YAKULT,RP,6,0,0,0,,,0,0,,42,30,10,2,5,0,1,0,0,5,5,4.5,0,0.024,0.119,0.048,0.25,0.82,0,100,166,0,-0.2
6428,103074,1980,1,CL,YAKULT,RP,10,1,0,0,,,0,0,1,90,64,18,1,9,2,11,0,0,6,6,2.53,0,0.122,0.1,0.011,0.262,0.833,1,61,93,0.6,0.2
6429,103074,1981,1,CL,YAKULT,RP,4,0,0,0,,,0,0,,33,19,7,2,9,0,4,0,0,8,8,11.37,0,0.121,0.273,0.061,0.278,0.606,0,278,255,-0.4,-0.3
6430,103074,1982,1,CL,YAKULT,RP,21,1,2,3,,,0,0,0.333,160,121,38,6,10,1,12,0,0,15,14,3.12,1,0.075,0.063,0.038,0.25,0.837,1,87,131,0.6,-0.3
6431,103074,1983,1,CL,YAKULT,RP,9,0,1,0,,,0,0,0,48,33,15,2,2,0,3,0,0,7,7,5.73,0,0.063,0.042,0.042,0.325,0.704,0,127,114,-0.1,0
6432,103074,1984,1,CL,YAKULT,RP,17,0,1,0,,,0,0,0,103,72,29,3,8,1,8,1,0,12,12,4.5,0,0.078,0.078,0.029,0.325,0.769,2,99,106,0.2,0.1
6433,103074,1985,1,CL,YAKULT,RP,11,0,0,0,,,0,0,,100,67,28,2,9,1,11,0,0,11,8,3.22,0,0.11,0.09,0.02,0.361,0.767,0,93,94,0.2,0.2
6434,103074,1986,1,CL,YAKULT,RP,1,0,0,0,,,0,0,,17,9,4,1,3,0,0,0,0,6,0,0,0,0,0.176,0.059,0.231,0.179,0,445,236,-0.3,-0.1
6435,103076,1978,1,PL,CROWN LIGHTER,RP,32,3,5,2,,,3,0,0.375,413,289,93,17,34,4,39,2,0,57,48,4.48,8,0.094,0.082,0.041,0.248,0.69,1,127,134,-0.4,-0.7
6436,103076,1979,1,PL,SEIBU,RP,3,0,0,0,,,0,0,,27,15,10,2,2,0,4,0,0,3,3,5.4,0,0.148,0.074,0.074,0.421,0.978,0,113,146,0,-0.1
6437,103076,1980,1,CL,TAIYO,RP,11,0,0,0,,,0,0,,94,72,19,4,6,1,12,0,0,9,9,3.38,1,0.128,0.064,0.043,0.221,0.833,1,80,120,0.4,0
6438,103076,1981,1,CL,TAIYO,RP,46,2,5,3,,,0,0,0.286,293,203,71,9,26,3,40,3,0,37,34,4.52,2,0.137,0.089,0.031,0.297,0.721,5,119,112,-0.2,0.1
6439,103076,1982,1,CL,TAIYO,RP,24,0,0,0,,,0,0,,144,101,35,4,9,0,18,0,0,15,15,4.01,0,0.125,0.063,0.028,0.279,0.755,2,105,100,0.1,0.2
6440,103077,1978,1,CL,TAIYO,RP,11,1,0,0,,,1,0,1,96,71,20,2,6,1,18,0,0,13,12,4.56,2,0.188,0.063,0.021,0.273,0.579,1,103,71,0.2,0.5
6441,103077,1979,1,CL,TAIYO,SP,47,12,12,8,,,8,1,0.5,840,610,198,29,54,1,165,2,0,89,86,3.81,24,0.196,0.064,0.035,0.291,0.772,3,85,88,4.4,4
6442,103077,1980,1,CL,TAIYO,RP,54,5,5,16,,,0,0,0.5,435,315,92,15,31,0,108,0,1,41,37,3.17,2,0.248,0.071,0.034,0.283,0.804,8,84,79,2,2.4
6443,103077,1981,1,CL,TAIYO,SP,35,8,11,2,,,5,0,0.421,586,406,144,15,51,2,96,3,0,62,59,3.92,17,0.164,0.087,0.026,0.325,0.767,5,99,99,1.6,1.7
6444,103077,1982,1,CL,TAIYO,SP,38,14,17,1,,,12,4,0.452,1018,731,229,27,71,2,177,3,0,98,83,3.07,34,0.174,0.07,0.027,0.282,0.772,7,94,94,3.7,4
6445,103077,1983,1,CL,TAIYO,SP,36,18,9,3,,,16,3,0.667,959,715,219,31,42,5,186,2,2,81,76,2.87,28,0.194,0.044,0.032,0.277,0.831,7,68,80,7.5,5.8
6446,103077,1984,1,CL,TAIYO,SP,38,17,17,0,,,18,2,0.5,1138,830,255,39,60,2,208,1,1,132,113,3.68,37,0.183,0.053,0.034,0.27,0.705,3,95,88,4.4,5.6
6447,103077,1985,1,CL,TAIYO,SP,28,14,7,0,,,16,2,0.667,869,643,188,25,51,1,154,2,0,82,75,3.15,28,0.177,0.059,0.029,0.261,0.771,1,73,82,6.1,5
6448,103077,1986,1,CL,TAIYO,SP,31,13,13,0,,,16,1,0.5,967,699,242,29,31,1,185,4,0,92,78,3.01,31,0.191,0.032,0.03,0.306,0.78,4,87,86,4.5,5
6449,103077,1987,1,CL,TAIYO,SP,23,14,7,0,,,15,1,0.667,729,544,172,21,25,2,107,0,0,62,58,2.88,23,0.147,0.034,0.029,0.272,0.808,5,71,90,5.2,3.3
6450,103077,1988,1,CL,TAIYO,SP,23,5,12,0,,,1,0,0.294,465,329,123,17,22,1,67,0,0,63,58,4.76,21,0.144,0.047,0.037,0.312,0.679,1,133,112,-0.4,0.8
6451,103077,1989,1,CL,TAIYO,SP,19,2,8,0,,,1,0,0.2,384,267,113,22,14,2,69,2,0,61,61,6.17,16,0.18,0.036,0.057,0.345,0.692,1,154,130,-1.2,-0.2
6452,103077,1990,1,CL,TAIYO,RP,45,6,6,21,,,0,0,0.5,281,212,51,7,18,1,55,0,0,21,17,2.17,0,0.196,0.064,0.025,0.226,0.814,7,61,79,2.7,1.7
6453,103077,1991,1,CL,TAIYO,RP,19,2,2,7,,,0,0,0.5,108,75,26,5,9,0,18,2,0,16,16,5.76,0,0.167,0.083,0.046,0.284,0.679,3,137,122,-0.4,-0.2
6454,103077,1992,1,CL,TAIYO,SP,13,3,2,0,,,0,0,0.6,253,178,65,7,13,0,41,1,0,28,27,4.1,13,0.162,0.051,0.028,0.309,0.733,0,103,96,0.6,0.9
6455,103078,1978,1,PL,LOTTE,RP,1,0,0,0,,,0,0,,5,3,1,1,1,0,1,0,0,2,2,18,0,0.2,0.2,0.2,0,0,0,423,428,-0.1,-0.1
6456,103080,1978,1,PL,NIPPON-HAM,SP,1,0,1,0,,,0,0,0,18,11,7,2,1,0,1,0,0,4,4,9.82,1,0.056,0.056,0.111,0.357,0.769,0,226,222,-0.2,-0.2
6457,103086,1978,1,CL,YAKULT,RP,8,0,0,0,,,0,0,,79,51,16,4,13,0,12,1,0,8,8,4.24,2,0.152,0.165,0.051,0.25,0.897,0,89,148,0.2,-0.2
6458,103086,1979,1,CL,YAKULT,RP,19,0,0,0,,,0,0,,137,95,34,6,13,0,26,0,0,16,16,4.55,0,0.19,0.095,0.044,0.315,0.803,2,101,108,0.1,0.1
6459,103086,1980,1,CL,YAKULT,RP,3,0,0,0,,,0,0,,21,12,4,2,4,0,2,0,0,3,3,6.75,0,0.095,0.19,0.095,0.154,0.962,0,164,270,-0.1,-0.2
6460,103086,1981,1,CL,YAKULT,RP,5,0,1,0,,,0,0,0,40,26,10,1,4,0,5,0,0,10,10,10.38,0,0.125,0.1,0.025,0.31,0.317,0,254,112,-0.6,0
6461,103086,1982,1,CL,YAKULT,RP,15,0,0,0,,,0,0,,88,58,21,5,10,1,15,0,0,10,10,4.66,1,0.17,0.114,0.057,0.291,0.88,1,121,159,-0.1,-0.4
6462,103088,1978,1,CL,TAIYO,SP,39,5,11,1,,,0,0,0.313,489,328,114,19,54,8,94,0,1,69,66,5.43,17,0.192,0.11,0.039,0.308,0.716,5,119,108,0.1,0.9
6463,103088,1979,1,CL,TAIYO,SP,1,0,0,0,,,0,0,,3,1,0,0,2,0,0,0,0,1,0,0,1,0,0.667,0,0,0.5,0,580,578,-0.1,-0.1
6464,103088,1980,1,CL,TAIYO,RP,6,0,0,0,,,0,0,,27,19,4,0,4,0,4,0,0,2,2,2.84,0,0.148,0.148,0,0.211,0.75,0,68,84,0.1,0.1
6465,103088,1982,1,CL,TAIYO,SP,30,8,9,0,,,1,1,0.471,548,362,140,14,54,3,49,3,0,71,65,4.85,26,0.089,0.099,0.026,0.305,0.71,7,138,122,-0.7,0.3
6466,103088,1983,1,CL,TAIYO,SP,28,5,8,0,,,1,1,0.385,530,363,130,20,48,4,43,3,1,79,73,5.43,22,0.081,0.091,0.038,0.273,0.669,5,131,125,-0.4,0
6467,103088,1984,1,CL,TAIYO,SP,20,0,6,0,,,1,0,0,235,151,63,7,27,2,21,3,0,46,42,7.51,8,0.089,0.115,0.03,0.331,0.56,1,181,124,-1.5,-0.1
6468,103088,1985,1,CL,TAIYO,SP,39,8,6,0,,,0,0,0.571,411,277,112,8,34,3,43,1,0,58,55,5.36,11,0.105,0.083,0.019,0.337,0.66,6,120,90,-0.1,1.6
6469,103088,1986,1,CL,TAIYO,RP,35,5,1,0,,,0,0,0.833,247,186,51,6,12,2,31,0,0,19,17,2.47,0,0.126,0.049,0.024,0.236,0.813,3,68,97,1.6,0.5
6470,103088,1987,1,CL,TAIYO,RP,5,0,0,0,,,0,0,,31,21,10,2,0,0,4,0,0,6,5,6.43,0,0.129,0,0.065,0.333,0.556,0,178,131,-0.2,-0.1
6471,103091,1978,1,CL,HANSHIN,RP,1,0,0,0,,,0,0,,8,2,5,0,0,0,0,0,0,5,5,67.5,0,0,0,0,0.714,0,0,1495,65,-0.3,0
