npbpID,playerID,yearID,stint,lgID,teamID,POS,G,W,L,SV,HLD,HP,CG,SHO,WL_pct,BFP,IPouts,H,HR,BB,HBP,SO,WP,BK,R,ER,ERA,GS,K_pct,BB_pct,HR_pct,BABIP,LOB%,IBB,RA-,FIP-,RA9_WAR,WAR
1218,100768,1951,1,PL,NANKAI,UC,45,24,5,,,,17,1,0.828,1065,806,227,16,47,2,100,0,1,81,68,2.28,24,0.094,0.044,0.015,0.238,0.769,,68,91,7.6,4.3
1219,100768,1952,1,PL,NANKAI,UC,32,11,10,,,,7,0,0.524,691,491,159,6,47,0,58,0,1,73,61,3.35,22,0.084,0.068,0.009,0.271,0.673,,96,90,2.2,2.8
1220,100768,1953,1,PL,NANKAI,UC,9,0,2,,,,0,0,0,149,101,44,2,7,0,9,0,0,18,15,4.01,5,0.06,0.047,0.013,0.328,0.685,,132,101,-0.1,0.4
1221,100768,1954,1,PL,TAKAHASHI,UC,21,1,8,,,,1,0,0.111,371,246,103,6,23,0,31,0,0,60,50,5.49,10,0.084,0.062,0.016,0.328,0.561,,181,106,-2,0.8
1222,100768,1955,1,PL,TOEI,UC,1,0,0,,,,0,0,,11,8,3,2,0,0,0,0,0,2,2,6.75,0,0,0,0.182,0.125,1,0,183,418,-0.1,-0.2
1223,100774,1950,1,CL,KOKUTETSU,UC,1,0,0,,,,0,0,,3,0,2,0,1,0,0,0,0,3,3,-1,0,0,0.333,0,1,0,,-1,-1,-0.2,0
1224,100778,1950,1,PL,TOKYU,UC,7,0,2,,,,0,0,0,104,72,29,6,6,0,3,0,0,21,17,6.38,3,0.029,0.058,0.058,0.267,0.526,,168,157,-0.5,-0.4
1225,100780,1950,1,PL,MAINICHI,UC,23,7,6,,,,6,3,0.538,502,352,133,16,31,3,42,0,0,56,51,3.91,12,0.084,0.062,0.032,0.289,0.768,,91,114,1.8,0.5
1226,100780,1951,1,PL,MAINICHI,UC,20,6,5,,,,4,1,0.545,355,258,79,2,23,0,25,0,0,35,27,2.83,12,0.07,0.065,0.006,0.254,0.675,,92,89,1.3,1.5
1227,100780,1952,1,PL,MAINICHI,UC,33,14,6,,,,4,2,0.7,626,447,149,13,35,1,41,0,0,71,53,3.2,17,0.065,0.056,0.021,0.258,0.683,,103,106,1.5,1.3
1228,100780,1953,1,PL,TOKYU,UC,30,5,7,,,,3,0,0.417,576,423,124,12,42,0,44,1,1,52,48,3.06,14,0.076,0.073,0.021,0.239,0.764,,91,117,2.1,0.4
1229,100780,1954,1,PL,TOEI,UC,33,2,6,,,,0,0,0.25,335,222,94,9,34,0,21,3,0,44,41,4.99,3,0.063,0.101,0.027,0.328,0.728,,147,143,-0.8,-0.7
1230,100783,1950,1,CL,HIROSHIMA,UC,2,0,0,,,,0,0,,28,17,10,0,4,0,4,1,0,4,2,3.18,0,0.143,0.143,0,0.5,0.714,,126,79,0,0.1
1231,100785,1950,1,PL,TOKYU,UC,5,0,1,,,,0,0,0,57,30,21,2,8,0,3,0,0,14,13,11.7,2,0.053,0.14,0.035,0.432,0.573,,268,150,-0.7,-0.2
1232,100786,1950,1,PL,KINTETSU,UC,4,0,0,,,,0,0,,28,18,8,0,2,0,3,0,0,5,3,4.5,0,0.107,0.071,0,0.348,0.5,,160,73,-0.1,0.2
1233,100786,1951,1,PL,KINTETSU,UC,9,0,3,,,,1,0,0,103,73,22,1,9,0,14,0,2,11,10,3.7,4,0.136,0.087,0.01,0.266,0.676,,102,88,0.2,0.4
1234,100787,1950,1,CL,NISHI NIPPON,UC,6,0,1,,,,0,0,0,103,64,32,3,8,0,7,0,0,16,13,5.48,2,0.068,0.078,0.029,0.341,0.67,,134,107,-0.1,0.2
1235,100789,1950,1,CL,NISHI NIPPON,UC,22,2,8,,,,1,0,0.2,394,240,98,13,57,3,25,1,1,82,70,7.88,16,0.063,0.145,0.033,0.289,0.544,,183,138,-2.3,-0.7
1236,100789,1951,1,CL,SHOCHIKU,UC,19,5,4,,,,1,0,0.556,264,160,59,4,46,1,26,1,1,45,38,6.41,11,0.098,0.174,0.015,0.302,0.608,,158,123,-1,0
1237,100789,1952,1,CL,SHOCHIKU,UC,4,0,1,,,,0,0,0,32,17,9,0,5,0,2,0,0,4,2,3.18,1,0.063,0.156,0,0.36,0.714,,155,111,-0.1,0
1238,100794,1950,1,CL,HIROSHIMA,UC,8,0,0,,,,0,0,,112,77,28,2,12,1,4,1,0,21,15,5.26,1,0.036,0.107,0.018,0.28,0.524,,146,112,-0.3,0.1
1239,100797,1950,1,CL,OSAKA,UC,37,10,4,,,,10,2,0.714,832,577,190,19,91,3,45,1,1,93,83,3.88,21,0.054,0.109,0.023,0.256,0.742,,86,114,3.6,0.8
1240,100797,1951,1,CL,OSAKA,UC,27,4,6,,,,2,0,0.4,350,244,83,15,32,3,14,0,0,44,41,4.54,9,0.04,0.091,0.043,0.243,0.763,,101,144,0.8,-0.8
1241,100797,1952,1,CL,OSAKA,UC,17,0,0,,,,0,0,,130,88,41,3,6,1,2,0,0,13,10,3.07,2,0.015,0.046,0.023,0.33,0.799,,97,118,0.4,0.1
1242,100800,1950,1,PL,MAINICHI,UC,1,0,0,,,,0,0,,10,6,3,0,2,0,2,0,0,2,2,9,0,0.2,0.2,0,0.5,0.6,,191,93,-0.1,0
1243,100800,1951,1,PL,MAINICHI,UC,4,1,0,,,,0,0,1,75,50,14,0,10,0,4,0,3,6,4,2.16,4,0.053,0.133,0,0.23,0.75,,81,109,0.3,0.1
1244,100803,1950,1,CL,KOKUTETSU,UC,10,0,3,,,,0,0,0,154,95,38,6,16,0,10,1,0,32,23,6.54,4,0.065,0.104,0.039,0.264,0.482,,180,129,-0.9,-0.1
1245,100803,1951,1,CL,KOKUTETSU,UC,8,0,2,,,,0,0,0,120,72,39,2,12,1,8,3,0,28,22,8.25,2,0.067,0.1,0.017,0.385,0.488,,218,107,-1,0.2
1246,100805,1950,1,PL,MAINICHI,UC,35,16,7,,,,11,1,0.696,824,588,188,26,59,6,90,3,1,99,80,3.67,26,0.109,0.072,0.032,0.255,0.711,,97,112,2.5,1
1247,100805,1951,1,PL,MAINICHI,UC,30,6,7,,,,3,0,0.462,552,384,143,11,40,0,39,2,4,78,62,4.36,14,0.071,0.072,0.02,0.291,0.626,,138,112,-0.9,0.7
1248,100805,1952,1,PL,MAINICHI,UC,26,8,5,,,,4,1,0.615,472,338,112,7,37,1,71,2,2,42,33,2.64,16,0.15,0.078,0.015,0.303,0.77,,80,88,2.4,2
1249,100805,1953,1,PL,MAINICHI,UC,35,13,8,,,,7,4,0.619,671,489,149,8,52,2,125,4,1,62,51,2.82,25,0.186,0.077,0.012,0.297,0.735,,94,82,2.2,3.4
1250,100805,1954,1,PL,MAINICHI,UC,31,11,7,,,,8,4,0.611,766,556,151,12,72,2,123,0,0,63,53,2.57,27,0.161,0.094,0.016,0.261,0.778,,84,99,3.5,2.1
1251,100805,1955,1,PL,MAINICHI,UC,26,4,5,,,,1,1,0.444,411,294,85,7,38,2,63,2,0,42,36,3.31,15,0.153,0.092,0.017,0.265,0.72,1,104,107,0.9,0.8
1252,100805,1956,1,PL,KINTETSU,UC,32,5,5,,,,1,1,0.5,390,280,84,3,40,1,49,0,0,33,27,2.6,12,0.126,0.103,0.008,0.28,0.762,1,96,107,1.2,0.7
1253,100805,1957,1,PL,KINTETSU,UC,45,12,13,,,,7,2,0.48,846,627,181,13,64,1,112,1,0,78,62,2.67,21,0.132,0.076,0.015,0.264,0.737,4,96,101,2.7,2.2
1254,100805,1958,1,PL,KINTETSU,UC,24,1,13,,,,3,0,0.071,374,258,93,10,31,1,48,1,1,59,53,5.55,20,0.128,0.083,0.027,0.296,0.595,2,176,129,-1.9,-0.2
1255,100805,1959,1,PL,NANKAI,UC,1,1,0,,,,0,0,1,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0.167,0,0,1,0,0,148,0.1,0
1256,100813,1950,1,CL,YOMIURI,UC,15,4,4,,,,5,0,0.5,356,255,71,3,39,0,44,1,0,41,35,3.71,11,0.124,0.11,0.008,0.254,0.652,,86,83,1.6,1.7
1257,100813,1951,1,CL,YOMIURI,UC,29,11,4,,,,3,0,0.733,556,413,114,11,43,3,51,1,3,44,37,2.42,14,0.092,0.077,0.02,0.234,0.802,,60,99,4.7,1.6
1258,100813,1952,1,CL,YOMIURI,UC,40,17,8,,,,9,4,0.68,827,622,158,10,51,4,120,2,1,78,52,2.26,24,0.145,0.062,0.012,0.234,0.678,,83,80,4.2,4.5
1259,100813,1953,1,CL,YOMIURI,UC,43,27,6,,,,22,3,0.818,1076,844,199,13,63,1,173,1,1,65,58,1.86,29,0.161,0.059,0.012,0.229,0.809,,50,75,11.1,6.7
1260,100813,1954,1,CL,YOMIURI,UC,48,21,15,,,,17,5,0.583,1081,836,202,13,62,9,199,0,0,63,52,1.68,30,0.184,0.057,0.012,0.245,0.824,,54,77,9.9,6.4
1261,100813,1955,1,CL,YOMIURI,UC,42,30,6,,,,25,7,0.833,1164,911,213,15,54,9,206,0,0,73,59,1.75,34,0.177,0.046,0.013,0.228,0.796,1,67,80,8.2,6.2
1262,100813,1956,1,CL,YOMIURI,UC,29,12,7,,,,6,2,0.632,585,465,100,8,32,1,84,1,0,33,28,1.63,16,0.144,0.055,0.014,0.204,0.821,1,64,93,4.4,2.2
1263,100813,1957,1,CL,YOMIURI,UC,21,5,4,,,,3,2,0.556,327,243,78,10,13,3,46,0,0,39,35,3.89,10,0.141,0.04,0.031,0.279,0.688,1,137,117,-0.4,0.3
1264,100813,1958,1,CL,YOMIURI,UC,12,2,1,,,,0,0,0.667,160,125,28,0,7,0,11,1,0,10,9,1.94,2,0.069,0.044,0,0.203,0.714,1,68,79,1.1,0.9
1265,100813,1960,1,PL,KINTETSU,UC,15,1,2,,,,0,0,0.333,86,61,20,3,4,1,14,0,0,9,9,3.98,0,0.163,0.047,0.035,0.27,0.769,0,110,123,0.1,0
1266,100815,1950,1,PL,KINTETSU,UC,37,8,15,,,,12,1,0.348,985,672,224,17,99,5,86,4,1,135,96,3.86,25,0.087,0.101,0.017,0.271,0.634,,115,108,0.7,1.7
1267,100815,1951,1,PL,KINTETSU,UC,7,0,1,,,,0,0,0,77,52,20,1,8,1,3,0,1,7,5,2.6,2,0.039,0.104,0.013,0.306,0.797,,91,126,0.3,0
1268,100815,1952,1,PL,KINTETSU,UC,40,8,11,,,,6,0,0.421,813,568,199,17,65,0,61,2,8,108,90,4.28,21,0.075,0.08,0.021,0.276,0.649,,123,112,0,1.1
1269,100815,1954,1,PL,KINTETSU,UC,11,1,4,,,,1,0,0.2,173,114,47,6,19,0,9,1,0,32,23,5.45,6,0.052,0.11,0.035,0.304,0.59,,208,162,-1.3,-0.6
1270,100817,1950,1,CL,KOKUTETSU,UC,18,0,5,,,,0,0,0,211,143,46,8,24,1,8,5,1,33,22,4.15,3,0.038,0.114,0.038,0.225,0.635,,123,138,-0.1,-0.4
1271,100823,1950,1,CL,NISHI NIPPON,UC,28,4,6,,,,5,0,0.4,601,399,138,15,66,4,31,1,0,86,71,4.8,12,0.052,0.11,0.025,0.254,0.652,,115,118,0.4,0.3
1272,100823,1951,1,PL,NISHITETSU,UC,10,0,2,,,,0,0,0,92,64,22,0,8,0,12,0,1,10,8,3.38,1,0.13,0.087,0,0.31,0.667,,106,76,0.2,0.5
1273,100823,1954,1,PL,TAKAHASHI,UC,15,0,1,,,,0,0,0,175,121,42,2,13,1,10,0,0,25,18,4.02,0,0.057,0.074,0.011,0.276,0.583,,153,111,-0.6,0.3
1274,100824,1950,1,PL,MAINICHI,UC,48,26,8,,,,16,3,0.765,1098,824,240,11,55,1,150,1,0,86,63,2.06,19,0.137,0.05,0.01,0.262,0.748,,60,74,9.4,7.1
1275,100824,1951,1,PL,MAINICHI,UC,31,10,8,,,,7,1,0.556,586,433,139,6,29,0,55,1,0,55,39,2.43,11,0.094,0.049,0.01,0.273,0.708,,86,86,2.6,2.7
1276,100824,1952,1,PL,MAINICHI,UC,26,7,6,,,,4,1,0.538,439,331,94,7,22,0,55,2,0,35,23,1.88,11,0.125,0.05,0.016,0.249,0.763,,68,85,3.1,2.1
1277,100824,1953,1,PL,MAINICHI,UC,50,17,14,,,,8,1,0.548,962,744,198,8,49,1,122,5,0,75,59,2.14,16,0.127,0.051,0.008,0.248,0.731,,75,80,5.9,5.2
1278,100824,1954,1,PL,MAINICHI,UC,49,22,12,,,,15,5,0.647,1068,813,234,13,43,3,130,0,0,78,70,2.32,24,0.122,0.04,0.012,0.258,0.772,,71,84,6.9,5.3
1279,100824,1955,1,PL,MAINICHI,UC,49,18,12,,,,11,1,0.6,972,735,203,13,59,0,130,3,0,70,64,2.35,19,0.134,0.061,0.013,0.254,0.788,6,70,92,6.6,3.7
1280,100824,1956,1,PL,MAINICHI,UC,56,24,16,,,,11,2,0.6,1028,789,202,7,46,3,123,2,0,72,62,2.12,20,0.12,0.045,0.007,0.238,0.742,5,74,85,6.2,4.9
1281,100824,1957,1,PL,MAINICHI,UC,46,15,11,,,,6,2,0.577,707,527,142,8,41,1,87,1,0,64,42,2.15,21,0.123,0.058,0.011,0.239,0.694,0,95,92,2.3,2.7
1282,100824,1958,1,PL,DAIMAI,UC,52,17,10,,,,6,0,0.63,960,734,183,11,58,3,109,2,0,74,58,2.13,24,0.114,0.06,0.011,0.224,0.744,3,82,105,4.9,2.1
1283,100824,1959,1,PL,DAIMAI,UC,55,17,8,,,,1,0,0.68,632,478,136,12,36,0,72,1,0,55,40,2.26,4,0.114,0.057,0.019,0.25,0.754,1,90,112,2.5,0.9
1284,100824,1960,1,PL,DAIMAI,UC,21,0,2,,,,0,0,0,165,116,38,3,10,0,24,0,0,23,18,4.19,0,0.145,0.061,0.018,0.28,0.571,1,152,101,-0.5,0.4
1285,100824,1961,1,PL,DAIMAI,UC,23,0,0,,,,0,0,,107,78,24,1,8,1,10,1,0,7,7,2.42,0,0.093,0.075,0.009,0.277,0.823,0,64,108,0.8,0.2
1286,100824,1962,1,PL,HANKYU,UC,2,0,0,,,,0,0,,9,6,1,0,2,0,2,0,0,1,1,4.5,0,0.222,0.222,0,0.2,0.667,0,116,117,0,0
1287,100830,1950,1,PL,KINTETSU,UC,16,2,3,,,,4,1,0.4,388,281,86,7,25,5,18,1,0,41,33,3.17,7,0.046,0.064,0.018,0.239,0.706,,84,107,1.9,0.7
1288,100830,1951,1,PL,KINTETSU,UC,39,15,15,,,,19,3,0.5,973,729,198,14,57,2,86,2,6,89,73,2.7,29,0.088,0.059,0.014,0.231,0.708,,83,96,4.8,3.2
1289,100830,1952,1,PL,KINTETSU,UC,44,9,18,,,,10,1,0.333,933,648,233,11,63,6,85,0,3,126,91,3.79,29,0.091,0.068,0.012,0.293,0.614,,126,94,-0.3,3.3
1290,100830,1953,1,PL,KINTETSU,UC,29,4,15,,,,6,1,0.211,590,424,156,8,35,0,50,1,0,73,62,3.95,17,0.085,0.059,0.014,0.306,0.656,,128,100,-0.3,1.7
1291,100830,1954,1,PL,KINTETSU,UC,47,26,15,,,,23,2,0.634,1191,922,266,14,41,3,132,1,1,92,74,2.17,34,0.111,0.034,0.012,0.257,0.751,,74,84,7.4,6
1292,100830,1955,1,PL,KINTETSU,UC,40,10,16,,,,10,5,0.385,837,632,190,13,23,2,76,0,0,82,60,2.56,30,0.091,0.027,0.016,0.254,0.676,1,95,96,2.8,2.8
1293,100830,1956,1,PL,KINTETSU,UC,45,16,16,,,,16,4,0.5,1015,767,234,11,29,1,113,1,0,88,69,2.43,30,0.111,0.029,0.011,0.265,0.708,3,94,87,3.6,4.6
1294,100830,1957,1,PL,KINTETSU,UC,39,9,13,,,,6,1,0.409,782,580,188,18,28,4,87,0,0,84,67,3.12,22,0.111,0.036,0.023,0.271,0.698,2,111,106,1.1,1.7
1295,100830,1958,1,PL,KINTETSU,UC,31,4,10,,,,2,1,0.286,536,368,150,5,25,2,39,1,0,63,52,3.82,19,0.073,0.047,0.009,0.323,0.671,2,132,103,-0.4,1.3
1296,100830,1959,1,PL,KINTETSU,UC,23,2,11,,,,1,0,0.154,438,314,119,10,21,2,39,1,0,48,44,3.78,20,0.089,0.048,0.023,0.308,0.734,4,114,117,0.4,0.3
1297,100830,1960,1,PL,KINTETSU,UC,21,3,4,,,,1,0,0.429,294,218,72,4,16,0,27,0,0,29,22,2.72,11,0.092,0.054,0.014,0.28,0.716,2,99,104,0.8,0.7
1298,100830,1961,1,PL,KINTETSU,UC,21,0,1,,,,0,0,0,192,137,47,4,17,1,17,0,0,16,14,2.76,4,0.089,0.089,0.021,0.293,0.825,1,82,129,0.9,-0.1
1299,100830,1962,1,PL,KINTETSU,UC,6,0,0,,,,0,0,,36,25,13,1,1,0,4,0,0,5,3,3.24,1,0.111,0.028,0.028,0.414,0.714,0,137,111,-0.1,0.1
1300,100832,1950,1,CL,HIROSHIMA,UC,33,1,5,,,,1,0,0.167,593,377,154,18,70,3,40,1,0,109,80,5.73,6,0.067,0.118,0.03,0.295,0.585,,154,124,-2,-0.1
1301,100832,1951,1,CL,HIROSHIMA,UC,24,0,7,,,,1,0,0,480,321,135,10,39,1,21,0,0,85,70,5.89,5,0.044,0.081,0.021,0.312,0.559,,149,109,-1.4,0.7
1302,100832,1952,1,CL,SHOCHIKU,UC,7,0,2,,,,0,0,0,81,52,23,1,8,3,7,0,1,14,13,6.75,2,0.086,0.099,0.012,0.355,0.613,,177,115,-0.4,0.1
1303,100833,1950,1,PL,MAINICHI,UC,1,0,0,,,,0,0,,9,6,3,2,0,0,2,0,0,2,2,9,0,0.222,0,0.222,0.2,1,,191,315,-0.1,-0.2
1304,100837,1950,1,PL,KINTETSU,UC,26,4,12,,,,8,0,0.25,689,444,185,16,53,7,69,1,1,110,90,5.47,14,0.1,0.077,0.023,0.317,0.606,,142,107,-1.4,1.3
1305,100837,1951,1,PL,KINTETSU,UC,39,7,11,,,,10,2,0.389,798,567,189,13,55,8,97,2,2,91,72,3.43,21,0.122,0.069,0.016,0.29,0.689,,109,98,1.2,2.4
1306,100837,1952,1,PL,KINTETSU,UC,39,5,16,,,,7,1,0.238,737,521,170,10,52,5,78,2,2,77,68,3.52,17,0.106,0.071,0.014,0.278,0.704,,96,95,2.3,2.5
1307,100837,1953,1,PL,KINTETSU,UC,35,10,15,,,,19,1,0.4,914,657,209,10,58,8,106,0,0,99,77,3.16,26,0.116,0.063,0.011,0.279,0.674,,112,93,1.2,3.3
1308,100837,1954,1,PL,KINTETSU,UC,35,16,12,,,,19,3,0.571,899,696,174,20,57,4,118,0,0,75,63,2.44,30,0.131,0.063,0.022,0.226,0.773,,80,105,4.9,1.9
1309,100837,1955,1,PL,KINTETSU,UC,40,14,16,,,,14,3,0.467,944,678,228,17,54,10,106,3,0,105,89,3.54,28,0.112,0.057,0.018,0.293,0.697,2,113,108,1.1,1.7
1310,100837,1956,1,PL,KINTETSU,UC,28,9,11,,,,10,2,0.45,616,457,132,6,29,2,66,0,0,64,50,2.95,20,0.107,0.047,0.01,0.255,0.64,1,114,95,0.7,2.2
1311,100837,1957,1,PL,KINTETSU,UC,2,0,1,,,,0,0,0,23,16,6,1,2,0,5,0,0,3,3,5.06,1,0.217,0.087,0.043,0.357,0.758,0,144,131,0,0
1312,100838,1950,1,PL,NANKAI,UC,3,0,0,,,,0,0,,29,18,11,2,1,0,3,0,0,6,5,7.5,0,0.103,0.034,0.069,0.391,0.652,,191,145,-0.2,-0.1
1313,100841,1950,1,PL,TOKYU,UC,12,0,5,,,,1,0,0,263,162,79,8,24,1,14,0,0,54,48,8,7,0.053,0.091,0.03,0.33,0.539,,191,127,-1.6,-0.1
1314,100842,1950,1,PL,NANKAI,UC,22,4,2,,,,0,0,0.667,295,207,69,9,26,2,28,1,0,32,26,3.39,7,0.095,0.088,0.031,0.263,0.77,,89,119,1.2,0.1
1315,100842,1951,1,PL,NANKAI,UC,8,0,2,,,,0,0,0,86,65,12,0,7,0,3,0,0,7,2,0.83,2,0.035,0.081,0,0.158,0.632,,73,95,0.5,0.3
1316,100842,1952,1,PL,HANKYU,UC,1,0,0,,,,0,0,,12,6,4,0,1,0,0,0,0,2,1,4.5,0,0,0.083,0,0.364,0.6,,216,100,-0.1,0
1317,100843,1950,1,CL,KOKUTETSU,UC,1,0,0,,,,0,0,,3,0,1,0,2,0,0,0,0,2,2,-1,0,0,0.667,0,1,0.333,,-1,-1,-0.2,-0.1
1318,100846,1950,1,PL,NISHITETSU,UC,10,0,1,,,,0,0,0,170,114,37,7,21,2,13,0,0,22,12,2.84,1,0.076,0.124,0.041,0.236,0.757,,111,151,0.2,-0.5
1319,100847,1950,1,CL,KOKUTETSU,UC,24,0,2,,,,0,0,0,259,170,71,6,35,0,10,0,0,40,34,5.4,5,0.039,0.135,0.023,0.314,0.676,,126,125,-0.2,-0.1
1320,100847,1951,1,CL,KOKUTETSU,UC,5,0,0,,,,0,0,,72,37,21,1,13,0,3,0,0,17,12,8.76,0,0.042,0.181,0.014,0.364,0.521,,258,133,-0.7,-0.1
1321,100851,1950,1,PL,HANKYU,UC,28,1,3,,,,0,0,0.25,469,323,99,7,56,2,46,3,0,53,43,3.59,10,0.098,0.119,0.015,0.259,0.707,,94,108,1.5,0.8
1322,100851,1951,1,PL,HANKYU,UC,21,2,3,,,,1,1,0.4,308,206,69,3,32,0,25,0,2,38,27,3.54,6,0.081,0.104,0.01,0.274,0.651,,125,106,-0.1,0.6
1323,100851,1952,1,PL,HANKYU,UC,30,9,7,,,,5,3,0.563,539,385,113,2,38,4,72,2,0,49,46,3.23,12,0.134,0.071,0.004,0.268,0.696,,82,77,2.6,3.2
1324,100851,1953,1,PL,HANKYU,UC,18,3,0,,,,1,0,1,223,159,56,1,19,1,20,2,0,16,11,1.87,3,0.09,0.085,0.004,0.304,0.804,,75,96,1.2,0.7
1325,100851,1954,1,PL,HANKYU,UC,47,15,17,,,,5,2,0.469,891,652,192,13,62,4,110,2,1,90,73,3.02,16,0.123,0.07,0.015,0.263,0.701,,102,98,2.1,2.7
1326,100851,1955,1,PL,HANKYU,UC,44,7,11,,,,1,0,0.389,612,436,130,6,62,3,81,1,0,64,55,3.41,18,0.132,0.101,0.01,0.281,0.702,5,107,103,1.1,1.5
1327,100851,1956,1,PL,HANKYU,UC,27,5,3,,,,2,0,0.625,375,260,88,3,27,1,35,1,0,41,32,3.32,9,0.093,0.072,0.008,0.288,0.671,4,129,101,-0.2,1
1328,100851,1957,1,PL,HANKYU,UC,13,1,0,,,,0,0,1,140,98,39,2,4,0,15,1,0,17,15,4.13,1,0.107,0.029,0.014,0.319,0.647,0,138,97,-0.2,0.5
1329,100851,1958,1,PL,HANKYU,UC,1,0,0,,,,0,0,,12,9,1,0,2,0,1,0,0,0,0,0,0,0.083,0.167,0,0.111,1,0,0,141,0.2,0
1330,100852,1950,1,CL,NISHI NIPPON,UC,3,0,0,,,,0,0,,51,29,16,1,8,0,3,0,0,9,8,7.45,0,0.059,0.157,0.02,0.385,0.664,,166,123,-0.2,0
1331,100854,1950,1,CL,TAIYO,UC,2,0,0,,,,0,0,,10,6,3,0,1,0,1,0,0,3,1,4.5,0,0.1,0.1,0,0.375,0.25,,267,75,-0.1,0.1
1332,100856,1950,1,CL,KOKUTETSU,UC,56,13,22,,,,14,4,0.371,1285,861,305,24,137,8,114,4,1,167,132,4.14,37,0.089,0.107,0.019,0.283,0.68,,104,102,2.5,3
1333,100856,1951,1,CL,KOKUTETSU,UC,31,4,12,,,,3,0,0.25,708,483,158,12,79,3,53,0,0,87,69,3.86,26,0.075,0.112,0.017,0.268,0.685,,101,109,1.7,1.1
1334,100856,1952,1,CL,KOKUTETSU,UC,18,1,4,,,,1,1,0.2,218,140,55,2,26,1,13,1,0,32,19,3.66,9,0.06,0.119,0.009,0.308,0.631,,150,113,-0.6,0.2
1335,100856,1954,1,CL,CHUNICHI,UC,1,0,0,,,,0,0,,13,6,6,0,1,0,1,0,0,4,4,18,0,0.077,0.077,0,0.545,0.429,,478,87,-0.2,0.1
1336,100857,1950,1,PL,TOKYU,UC,27,5,7,,,,4,0,0.417,533,360,142,12,32,3,37,0,1,78,64,4.8,14,0.069,0.06,0.023,0.295,0.618,,124,105,-0.2,1.1
1337,100857,1951,1,PL,TOKYU,UC,28,4,9,,,,3,0,0.308,563,412,129,7,25,2,35,2,4,62,53,3.47,12,0.062,0.044,0.012,0.25,0.643,,102,95,1.3,2
1338,100857,1952,1,PL,TOKYU,UC,40,9,14,,,,12,3,0.391,826,582,208,18,61,4,48,2,1,94,75,3.48,22,0.058,0.074,0.022,0.279,0.722,,105,116,1.7,0.7
1339,100857,1953,1,PL,TOKYU,UC,35,6,5,,,,1,0,0.545,467,336,103,8,38,0,31,2,1,54,39,3.13,7,0.066,0.081,0.017,0.249,0.67,,119,118,0.2,0.3
1340,100857,1954,1,PL,TOEI,UC,37,5,6,,,,1,0,0.455,565,411,121,13,53,0,49,2,0,60,54,3.55,12,0.087,0.094,0.023,0.248,0.732,,108,127,0.9,-0.2
1341,100857,1955,1,PL,TOEI,UC,43,4,6,,,,0,0,0.4,408,304,79,7,31,3,41,3,0,43,36,3.2,8,0.1,0.076,0.017,0.227,0.678,2,103,114,0.9,0.5
1342,100857,1956,1,PL,TOEI,UC,20,2,2,,,,0,0,0.5,220,160,48,3,17,1,25,0,0,27,19,3.21,3,0.114,0.077,0.014,0.266,0.631,1,138,110,-0.3,0.4
1343,100857,1957,1,PL,TOEI,UC,1,0,0,,,,0,0,,3,3,0,0,0,0,1,0,0,0,0,0,0,0.333,0,0,0,-1,0,0,19,0.1,0
1344,100858,1950,1,PL,MAINICHI,UC,10,1,1,,,,2,0,0.5,181,116,46,4,16,1,6,0,0,29,25,5.82,3,0.033,0.088,0.022,0.273,0.592,,144,120,-0.4,0
1345,100858,1951,1,PL,MAINICHI,UC,14,2,4,,,,2,0,0.333,244,161,64,2,19,1,14,0,1,41,31,5.2,9,0.057,0.078,0.008,0.307,0.53,,173,102,-1.2,0.6
1346,100862,1950,1,CL,HIROSHIMA,UC,3,0,1,,,,0,0,0,42,21,13,2,8,0,3,0,0,12,9,11.57,1,0.071,0.19,0.048,0.379,0.495,,305,171,-0.6,-0.2
1347,100863,1950,1,CL,TAIYO,UC,2,0,0,,,,0,0,,17,9,6,0,1,0,1,0,0,4,0,0,2,0.059,0.059,0,0.4,0.429,,237,72,-0.2,0.1
1348,100863,1951,1,CL,TAIYO,UC,6,1,2,,,,0,0,0.333,106,67,28,1,16,1,2,0,2,14,11,4.43,4,0.019,0.151,0.009,0.318,0.711,,117,125,0,0
1349,100864,1950,1,CL,HIROSHIMA,UC,56,15,27,,,,27,3,0.357,1518,1045,345,24,170,6,146,5,2,190,150,3.88,37,0.096,0.112,0.016,0.278,0.679,,97,99,4.3,4.2
1350,100864,1951,1,CL,HIROSHIMA,UC,41,17,14,,,,17,1,0.548,1150,790,266,15,108,7,115,4,1,128,102,3.49,22,0.1,0.094,0.013,0.283,0.703,,91,94,4.2,3.9
1351,100864,1952,1,CL,HIROSHIMA,UC,55,11,24,,,,15,2,0.314,1289,918,302,6,97,4,138,7,0,142,113,3.32,29,0.107,0.075,0.005,0.288,0.661,,102,81,3.1,6.7
1352,100864,1953,1,CL,HIROSHIMA,UC,45,20,10,,,,18,3,0.667,1024,761,217,11,58,5,99,3,0,97,75,2.66,24,0.097,0.057,0.011,0.247,0.692,,83,87,5,4.6
1353,100864,1954,1,CL,HIROSHIMA,UC,46,18,17,,,,28,4,0.514,1248,932,273,8,65,5,112,1,0,83,63,1.83,30,0.09,0.052,0.006,0.258,0.784,,64,86,9.3,5.7
