kbofID,playerID,yearID,stint,lgID,teamID,POS,G,PO,A,E,DP,PB,FP,RF
7680,69825,2024,1,KBO,SSG,OF,1,3,0,0,0,0,1,3
7681,69825,2025,1,KBO,SSG,OF,2,0,0,0,0,0,,0
7682,69825,2025,1,KBO,SSG,OF,1,0,0,0,0,0,,0
7683,69839,2019,1,KBO,SK,P,15,0,2,0,0,0,1,0.133
7684,69839,2020,1,KBO,SK,P,10,0,4,0,0,0,1,0.4
7685,69839,2023,1,KBO,SSG,P,25,0,5,1,0,0,0.833,0.2
7686,69839,2024,1,KBO,SSG,P,10,1,0,0,0,0,1,0.1
7687,69861,2019,1,KBO,Lotte,P,29,5,12,2,0,0,0.895,0.586
7688,69900,2023,1,KBO,NC,1B,3,7,0,0,0,0,1,2.333
7689,69900,2023,1,KBO,NC,3B,3,1,3,1,0,0,0.8,1.333
7690,69901,2019,1,KBO,NC,OF,53,135,3,3,1,0,0.979,2.604
7691,69934,2019,1,KBO,NC,P,13,3,15,0,1,0,1,1.385
7692,69940,2019,1,KBO,NC,P,30,15,18,2,1,0,0.943,1.1
7693,69940,2020,1,KBO,NC,P,30,13,20,3,2,0,0.917,1.1
7694,69940,2021,1,KBO,NC,P,30,9,24,1,0,0,0.971,1.1
7695,69940,2022,1,KBO,NC,P,31,14,18,4,0,0,0.889,1.032
7696,69950,2019,1,KBO,NC,OF,19,29,1,6,0,0,0.833,1.579
7697,69950,2019,1,KBO,NC,1B,17,123,7,3,8,0,0.977,7.647
7698,69950,2019,1,KBO,NC,C,11,77,6,1,2,0,0.988,7.545
7699,69953,2019,1,KBO,NC,P,12,3,2,0,0,0,1,0.417
7700,69962,2019,1,KBO,NC,P,2,0,0,0,0,0,,0
7701,69962,2020,1,KBO,NC,P,36,2,8,2,0,0,0.833,0.278
7702,69962,2021,1,KBO,NC,P,24,3,11,2,0,0,0.875,0.583
7703,69962,2022,1,KBO,NC,P,25,3,5,1,1,0,0.889,0.32
7704,69962,2023,1,KBO,NC,P,35,3,11,1,0,0,0.933,0.4
7705,69962,2024,1,KBO,NC,P,33,0,1,0,0,0,1,0.03
7706,69969,2019,1,KBO,NC,P,1,0,0,0,0,0,,0
7707,69969,2022,1,KBO,NC,P,7,0,0,1,0,0,0,0
7708,69969,2023,1,KBO,NC,P,9,3,3,1,0,0,0.857,0.667
7709,69969,2024,1,KBO,NC,P,17,2,3,0,0,0,1,0.294
7710,69969,2025,1,KBO,NC,P,24,1,4,0,0,0,1,0.208
7711,69974,2019,1,KBO,NC,P,4,0,1,0,0,0,1,0.25
7712,69974,2020,1,KBO,NC,P,13,2,1,0,1,0,1,0.231
7713,69974,2021,1,KBO,NC,P,32,3,4,1,0,0,0.875,0.219
7714,69974,2023,1,KBO,NC,P,6,2,0,0,0,0,1,0.333
7715,69974,2024,1,KBO,Hanwha,P,1,0,0,0,0,0,,0
7716,69980,2024,1,KBO,NC,OF,2,0,0,0,0,0,,0
7717,69991,2022,1,KBO,NC,P,2,0,1,0,0,0,1,0.5
7718,69991,2023,1,KBO,NC,P,1,0,0,0,0,0,,0
7719,69992,2020,1,KBO,NC,2B,25,12,19,1,2,0,0.969,1.24
7720,69992,2020,1,KBO,NC,OF,5,5,0,0,0,0,1,1
7721,69992,2020,1,KBO,NC,OF,4,4,0,0,0,0,1,1
7722,69992,2020,1,KBO,NC,3B,2,1,0,1,0,0,0.5,0.5
7723,69992,2021,1,KBO,NC,2B,65,92,133,7,19,0,0.97,3.462
7724,69992,2021,1,KBO,NC,OF,5,7,0,0,0,0,1,1.4
7725,69992,2021,1,KBO,NC,OF,4,3,0,0,0,0,1,0.75
7726,69992,2021,1,KBO,NC,OF,1,0,0,0,0,0,,0
7727,69992,2023,1,KBO,NC,OF,12,10,0,0,0,0,1,0.833
7728,69992,2023,1,KBO,NC,2B,11,11,23,0,1,0,1,3.091
7729,69992,2023,1,KBO,NC,OF,1,1,0,0,0,0,1,1
7730,69992,2024,1,KBO,NC,OF,37,74,0,2,0,0,0.974,2
7731,69992,2024,1,KBO,NC,2B,21,33,30,1,8,0,0.984,3
7732,69992,2024,1,KBO,NC,OF,3,1,0,0,0,0,1,0.333
7733,69992,2025,1,KBO,NC,2B,9,11,17,0,3,0,1,3.111
7734,69992,2025,1,KBO,NC,OF,6,5,0,0,0,0,1,0.833
7735,69992,2025,1,KBO,NC,OF,2,4,0,0,0,0,1,2
7736,69995,2020,1,KBO,NC,3B,2,1,2,0,0,0,1,1.5
7737,69995,2022,1,KBO,NC,2B,41,54,74,1,15,0,0.992,3.122
7738,69995,2022,1,KBO,NC,3B,38,17,55,4,1,0,0.947,1.895
7739,69995,2022,1,KBO,NC,1B,3,12,1,0,0,0,1,4.333
7740,69995,2023,1,KBO,NC,3B,96,66,133,10,19,0,0.952,2.073
7741,69995,2023,1,KBO,NC,2B,30,44,64,4,19,0,0.964,3.6
7742,69995,2023,1,KBO,NC,SS,2,1,0,0,0,0,1,0.5
7743,69995,2024,1,KBO,NC,3B,106,75,157,9,21,0,0.963,2.189
7744,69995,2024,1,KBO,NC,2B,35,58,52,5,14,0,0.957,3.143
7745,69995,2025,1,KBO,NC,1B,19,103,2,0,5,0,1,5.526
7746,69995,2025,1,KBO,NC,3B,13,8,15,2,3,0,0.92,1.769
7747,69995,2025,1,KBO,NC,2B,6,10,9,1,1,0,0.95,3.167
7748,69996,2021,1,KBO,NC,P,5,1,0,0,0,0,1,0.2
7749,70117,2001,1,KBO,LG,OF,5,4,0,0,0,0,1,0.8
7750,70117,2001,1,KBO,LG,OF,4,2,0,0,0,0,1,0.5
7751,70117,2002,1,KBO,Doosan,OF,113,143,8,0,1,0,1,1.336
7752,70117,2002,1,KBO,Doosan,OF,2,3,0,0,0,0,1,1.5
7753,70117,2002,1,KBO,Doosan,OF,1,1,0,0,0,0,1,1
7754,70117,2003,1,KBO,Doosan,OF,99,150,5,2,2,0,0.987,1.566
7755,70117,2004,1,KBO,Doosan,OF,100,175,4,6,0,0,0.968,1.79
7756,70117,2005,1,KBO,Doosan,OF,83,127,1,3,0,0,0.977,1.542
7757,70117,2006,1,KBO,Lotte,OF,53,55,4,0,2,0,1,1.113
7758,70117,2006,1,KBO,Lotte,OF,21,33,2,1,0,0,0.972,1.667
7759,70117,2007,1,KBO,Lotte,OF,17,16,1,1,0,0,0.944,1
7760,70117,2008,1,KBO,KIA,OF,24,36,3,0,0,0,1,1.625
7761,70117,2008,1,KBO,KIA,1B,4,11,0,1,1,0,0.917,2.75
7762,70117,2009,1,KBO,KIA,OF,20,24,0,0,0,0,1,1.2
7763,70117,2009,1,KBO,KIA,OF,3,4,0,0,0,0,1,1.333
7764,70117,2009,1,KBO,KIA,1B,1,3,0,0,1,0,1,3
7765,70121,2001,1,KBO,LG,P,46,6,10,0,1,0,1,0.348
7766,70121,2002,1,KBO,LG,P,40,0,12,0,2,0,1,0.3
7767,70121,2003,1,KBO,LG,P,54,1,9,1,0,0,0.909,0.185
7768,70121,2004,1,KBO,LG,P,6,0,0,0,0,0,,0
7769,70121,2005,1,KBO,LG,P,43,3,6,0,0,0,1,0.209
7770,70121,2006,1,KBO,LG,P,34,1,8,0,2,0,1,0.265
7771,70121,2007,1,KBO,LG,P,22,4,2,0,1,0,1,0.273
7772,70121,2008,1,KBO,LG,P,30,2,8,0,0,0,1,0.333
7773,70121,2009,1,KBO,LG,P,28,0,4,0,0,0,1,0.143
7774,70121,2010,1,KBO,LG,P,5,0,0,0,0,0,,0
7775,70121,2011,1,KBO,LG,P,4,0,0,0,0,0,,0
7776,70122,2004,1,KBO,LG,C,5,4,4,0,1,1,1,1.6
7777,70122,2005,1,KBO,LG,C,11,24,1,0,0,0,1,2.273
7778,70122,2006,1,KBO,LG,C,28,72,8,1,2,0,0.988,2.857
7779,70122,2007,1,KBO,LG,C,21,48,2,0,0,1,1,2.381
7780,70122,2008,1,KBO,Doosan,C,62,186,18,1,6,3,0.995,3.29
7781,70122,2009,1,KBO,Doosan,C,84,406,35,3,9,7,0.993,5.25
7782,70122,2010,1,KBO,Doosan,C,39,94,5,1,0,0,0.99,2.538
7783,70122,2011,1,KBO,Doosan,C,16,63,4,2,0,3,0.971,4.188
7784,70122,2012,1,KBO,Hanwha,C,22,69,5,2,0,1,0.974,3.364
7785,70122,2013,1,KBO,Hanwha,C,3,8,1,0,0,1,1,3
7786,70124,2003,1,KBO,LG,OF,5,7,0,0,0,0,1,1.4
7787,70124,2003,1,KBO,LG,OF,1,0,1,0,0,0,1,1
7788,70135,2003,1,KBO,LG,P,3,0,0,0,0,0,,0
7789,70135,2004,1,KBO,LG,P,12,1,5,0,0,0,1,0.5
7790,70135,2005,1,KBO,LG,P,18,2,4,0,0,0,1,0.333
7791,70135,2006,1,KBO,LG,P,11,1,3,1,0,0,0.8,0.364
7792,70135,2007,1,KBO,LG,P,3,0,2,0,1,0,1,0.667
7793,70142,2002,1,KBO,LG,P,1,0,0,0,0,0,,0
7794,70142,2003,1,KBO,LG,P,28,2,9,1,1,0,0.917,0.393
7795,70142,2004,1,KBO,LG,P,8,1,2,0,1,0,1,0.375
7796,70142,2008,1,KBO,LG,P,11,0,4,0,0,0,1,0.364
7797,70142,2009,1,KBO,LG,P,34,6,12,0,0,0,1,0.529
7798,70142,2010,1,KBO,LG,P,68,2,10,0,0,0,1,0.176
7799,70142,2011,1,KBO,Hanwha,P,37,1,10,0,1,0,1,0.297
7800,70142,2012,1,KBO,Hanwha,P,16,0,1,0,1,0,1,0.062
7801,70142,2013,1,KBO,Hanwha,P,56,3,13,0,0,0,1,0.286
7802,70142,2014,1,KBO,Hanwha,P,1,0,0,0,0,0,,0
7803,70142,2015,1,KBO,KIA,P,41,5,4,1,1,0,0.9,0.22
7804,70142,2016,1,KBO,KIA,P,54,2,4,0,0,0,1,0.111
7805,70142,2017,1,KBO,KIA,P,19,1,4,0,0,0,1,0.263
7806,70143,2001,1,KBO,LG,P,27,23,21,2,1,0,0.957,1.63
7807,70148,2001,1,KBO,LG,2B,19,17,16,0,6,0,1,1.737
7808,70148,2002,1,KBO,LG,2B,13,10,6,1,3,0,0.941,1.231
7809,70148,2003,1,KBO,LG,2B,1,0,0,0,0,0,,0
7810,70148,2003,1,KBO,LG,SS,1,0,0,0,0,0,,0
7811,70148,2004,1,KBO,SK,3B,2,0,0,0,0,0,,0
7812,70148,2004,1,KBO,SK,2B,1,3,2,0,1,0,1,5
7813,70164,2001,1,KBO,LG,P,2,1,2,0,0,0,1,1.5
7814,70220,2001,1,KBO,Doosan,P,3,0,2,0,0,0,1,0.667
7815,70224,2001,1,KBO,Doosan,OF,32,24,2,1,0,0,0.963,0.812
7816,70224,2001,1,KBO,Doosan,OF,7,9,1,0,0,0,1,1.429
7817,70224,2001,1,KBO,Doosan,OF,3,2,0,0,0,0,1,0.667
7818,70224,2001,1,KBO,Doosan,1B,2,2,1,0,0,0,1,1.5
7819,70224,2002,1,KBO,Doosan,OF,35,34,2,1,0,0,0.973,1.029
7820,70224,2002,1,KBO,Doosan,OF,23,23,0,0,0,0,1,1
7821,70224,2002,1,KBO,Doosan,OF,4,2,0,0,0,0,1,0.5
7822,70224,2002,1,KBO,Doosan,1B,3,11,0,0,1,0,1,3.667
7823,70224,2002,1,KBO,Doosan,2B,1,0,1,0,0,0,1,1
7824,70224,2003,1,KBO,Doosan,OF,3,7,0,0,0,0,1,2.333
7825,70224,2003,1,KBO,Doosan,OF,2,2,1,0,0,0,1,1.5
7826,70224,2003,1,KBO,Doosan,1B,1,0,0,0,0,0,,0
7827,70224,2004,1,KBO,Doosan,OF,19,12,2,0,0,0,1,0.737
7828,70224,2004,1,KBO,Doosan,OF,15,18,1,1,0,0,0.95,1.267
7829,70224,2004,1,KBO,Doosan,1B,7,15,2,0,3,0,1,2.429
7830,70224,2005,1,KBO,Doosan,OF,29,33,3,0,0,0,1,1.241
7831,70224,2005,1,KBO,Doosan,OF,19,14,1,0,0,0,1,0.789
7832,70224,2005,1,KBO,Doosan,1B,2,9,0,0,0,0,1,4.5
7833,70224,2005,1,KBO,Doosan,OF,1,0,0,0,0,0,,0
7834,70224,2006,1,KBO,Samsung,OF,53,57,1,1,0,0,0.983,1.094
7835,70224,2006,1,KBO,Samsung,OF,16,9,0,0,0,0,1,0.562
7836,70224,2006,1,KBO,Samsung,1B,3,19,1,0,0,0,1,6.667
7837,70224,2007,1,KBO,Samsung,OF,44,58,0,2,0,0,0.967,1.318
7838,70224,2007,1,KBO,Samsung,OF,33,24,1,0,0,0,1,0.758
7839,70224,2007,1,KBO,Samsung,1B,9,35,6,0,2,0,1,4.556
7840,70224,2007,1,KBO,Samsung,3B,1,0,1,0,0,0,1,1
7841,70224,2008,1,KBO,Samsung,OF,45,47,3,0,0,0,1,1.111
7842,70224,2008,1,KBO,Samsung,OF,17,7,1,0,1,0,1,0.471
7843,70224,2008,1,KBO,Samsung,1B,11,59,0,1,8,0,0.983,5.364
7844,70224,2008,1,KBO,Samsung,OF,1,2,0,0,0,0,1,2
7845,70224,2009,1,KBO,Samsung,OF,67,112,4,3,0,0,0.975,1.731
7846,70224,2009,1,KBO,Samsung,OF,50,54,3,1,0,0,0.983,1.14
7847,70224,2009,1,KBO,Samsung,1B,27,136,12,0,11,0,1,5.481
7848,70224,2009,1,KBO,Samsung,OF,1,0,0,0,0,0,,0
7849,70224,2010,1,KBO,Samsung,OF,45,56,3,1,2,0,0.983,1.311
7850,70224,2010,1,KBO,Samsung,OF,29,37,2,1,1,0,0.975,1.345
7851,70224,2010,1,KBO,Samsung,1B,15,90,8,2,8,0,0.98,6.533
7852,70224,2011,1,KBO,Samsung,OF,36,53,0,1,0,0,0.981,1.472
7853,70224,2011,1,KBO,Samsung,OF,19,15,0,0,0,0,1,0.789
7854,70224,2011,1,KBO,Samsung,1B,1,2,0,0,0,0,1,2
7855,70224,2012,1,KBO,Samsung,OF,53,62,2,0,0,0,1,1.208
7856,70224,2012,1,KBO,Samsung,OF,22,17,0,0,0,0,1,0.773
7857,70224,2012,1,KBO,Samsung,1B,19,113,5,2,15,0,0.983,6.211
7858,70224,2013,1,KBO,Samsung,1B,18,111,13,0,15,0,1,6.889
7859,70224,2013,1,KBO,Samsung,OF,7,9,0,0,0,0,1,1.286
7860,70224,2013,1,KBO,Samsung,OF,2,0,0,0,0,0,,0
7861,70224,2015,1,KBO,Samsung,1B,2,13,0,0,1,0,1,6.5
7862,70240,2001,1,KBO,Doosan,2B,10,15,11,1,3,0,0.963,2.6
7863,70240,2001,1,KBO,Doosan,SS,1,1,0,0,0,0,1,1
7864,70240,2004,1,KBO,Doosan,2B,31,36,37,0,13,0,1,2.355
7865,70240,2004,1,KBO,Doosan,SS,2,1,0,1,0,0,0.5,0.5
7866,70240,2005,1,KBO,Doosan,2B,12,7,11,0,0,0,1,1.5
7867,70240,2006,1,KBO,Doosan,1B,28,108,5,1,6,0,0.991,4.036
7868,70240,2006,1,KBO,Doosan,2B,16,24,28,1,2,0,0.981,3.25
7869,70240,2006,1,KBO,Doosan,3B,11,7,18,3,1,0,0.893,2.273
7870,70240,2007,1,KBO,Doosan,1B,53,136,14,1,13,0,0.993,2.83
7871,70240,2007,1,KBO,Doosan,2B,11,7,7,1,3,0,0.933,1.273
7872,70240,2007,1,KBO,Doosan,3B,5,2,2,1,0,0,0.8,0.8
7873,70240,2008,1,KBO,Doosan,1B,75,244,28,1,17,0,0.996,3.627
7874,70240,2008,1,KBO,Doosan,2B,17,11,17,1,6,0,0.966,1.647
7875,70240,2010,1,KBO,Hanwha,2B,113,239,269,15,67,0,0.971,4.496
7876,70240,2010,1,KBO,Hanwha,1B,15,63,3,0,10,0,1,4.4
7877,70240,2010,1,KBO,Hanwha,3B,1,0,1,0,0,0,1,1
7878,70240,2011,1,KBO,Hanwha,1B,63,498,28,4,43,0,0.992,8.349
7879,70240,2011,1,KBO,Hanwha,2B,19,22,27,1,4,0,0.98,2.579
7880,70240,2011,1,KBO,Hanwha,3B,2,1,3,2,0,0,0.667,2
7881,70240,2012,1,KBO,Hanwha,1B,2,3,1,0,1,0,1,2
7882,70240,2012,1,KBO,Hanwha,2B,1,0,0,0,0,0,,0
7883,70240,2012,1,KBO,Hanwha,OF,1,1,0,0,0,0,1,1
7884,70249,2001,1,KBO,Doosan,P,37,11,5,2,0,0,0.889,0.432
7885,70251,2001,1,KBO,Doosan,P,1,0,0,0,0,0,,0
7886,70303,2001,1,KBO,Hyundai,2B,17,10,13,2,2,0,0.92,1.353
7887,70303,2001,1,KBO,Hyundai,3B,15,5,16,1,2,0,0.955,1.4
7888,70303,2001,1,KBO,Hyundai,SS,4,2,4,1,1,0,0.857,1.5
7889,70303,2005,1,KBO,Hyundai,2B,23,14,25,1,4,0,0.975,1.696
7890,70303,2005,1,KBO,Hyundai,SS,6,10,14,1,4,0,0.96,4
7891,70303,2006,1,KBO,Doosan,3B,4,1,0,0,0,0,1,0.25
7892,70312,2005,1,KBO,Hyundai,OF,3,3,0,0,0,0,1,1
7893,70312,2005,1,KBO,Hyundai,OF,1,0,0,0,0,0,,0
7894,70312,2007,1,KBO,Hyundai,OF,16,7,0,0,0,0,1,0.438
7895,70312,2007,1,KBO,Hyundai,OF,8,0,1,0,0,0,1,0.125
7896,70312,2008,1,KBO,Woori,OF,18,9,0,0,0,0,1,0.5
7897,70312,2008,1,KBO,Woori,OF,6,4,1,0,0,0,1,0.833
7898,70312,2009,1,KBO,Woori,OF,7,3,0,0,0,0,1,0.429
7899,70312,2009,1,KBO,Woori,OF,4,7,0,0,0,0,1,1.75
7900,70312,2010,1,KBO,Nexen,OF,8,4,0,0,0,0,1,0.5
7901,70312,2011,1,KBO,Nexen,OF,29,37,2,0,0,0,1,1.345
7902,70312,2011,1,KBO,Nexen,OF,1,2,0,1,0,0,0.667,2
7903,70312,2012,1,KBO,Nexen,OF,34,25,1,0,0,0,1,0.765
7904,70312,2012,1,KBO,Nexen,OF,33,33,1,1,0,0,0.971,1.03
7905,70312,2012,1,KBO,Nexen,OF,1,0,0,0,0,0,,0
7906,70312,2013,1,KBO,Nexen,OF,23,24,3,0,0,0,1,1.174
7907,70312,2013,1,KBO,Nexen,OF,18,18,0,0,0,0,1,1
7908,70312,2014,1,KBO,Nexen,OF,4,3,0,0,0,0,1,0.75
7909,70312,2014,1,KBO,Nexen,OF,3,2,0,0,0,0,1,0.667
7910,70317,2001,1,KBO,Hyundai,3B,123,98,239,13,26,0,0.963,2.74
7911,70317,2002,1,KBO,LG,3B,13,5,14,0,2,0,1,1.462
7912,70323,2001,1,KBO,Hyundai,P,57,5,14,1,0,0,0.95,0.333
7913,70323,2002,1,KBO,Hyundai,P,40,2,7,0,1,0,1,0.225
7914,70323,2003,1,KBO,Hyundai,P,52,3,6,2,0,0,0.818,0.173
7915,70323,2004,1,KBO,Hyundai,P,29,0,4,0,0,0,1,0.138
7916,70323,2005,1,KBO,Hyundai,P,2,0,0,0,0,0,,0
7917,70323,2006,1,KBO,Hyundai,P,64,6,7,2,0,0,0.867,0.203
7918,70323,2008,1,KBO,Woori,P,13,0,3,0,0,0,1,0.231
7919,70323,2009,1,KBO,Woori,P,46,0,6,1,0,0,0.857,0.13
7920,70329,2001,1,KBO,Hyundai,P,42,11,29,1,3,0,0.976,0.952
7921,70329,2002,1,KBO,Hyundai,P,29,9,30,1,6,0,0.975,1.345
7922,70329,2003,1,KBO,Hyundai,P,20,6,21,2,0,0,0.931,1.35
7923,70329,2004,1,KBO,Hyundai,P,25,6,15,1,1,0,0.955,0.84
7924,70329,2007,1,KBO,Hyundai,P,21,1,2,0,0,0,1,0.143
7925,70329,2008,1,KBO,Woori,P,28,11,29,0,3,0,1,1.429
7926,70329,2009,1,KBO,Woori,P,27,5,17,1,2,0,0.957,0.815
7927,70329,2010,1,KBO,Hanwha,P,47,5,5,0,0,0,1,0.213
7928,70329,2011,1,KBO,Hanwha,P,51,5,8,1,0,0,0.929,0.255
7929,70329,2012,1,KBO,Hanwha,P,55,2,16,3,0,0,0.857,0.327
7930,70329,2013,1,KBO,Hanwha,P,13,3,3,1,1,0,0.857,0.462
7931,70329,2014,1,KBO,Hanwha,P,19,5,1,1,0,0,0.857,0.316
7932,70329,2015,1,KBO,Hanwha,P,2,0,0,0,0,0,,0
7933,70345,2002,1,KBO,Hyundai,P,1,0,0,0,0,0,,0
7934,70345,2003,1,KBO,Hyundai,P,25,0,7,1,1,0,0.875,0.28
7935,70345,2004,1,KBO,Hyundai,P,20,0,5,0,0,0,1,0.25
7936,70345,2005,1,KBO,Hyundai,P,2,0,2,0,0,0,1,1
7937,70345,2006,1,KBO,Hyundai,P,3,0,0,0,0,0,,0
7938,70345,2007,1,KBO,Hyundai,P,22,2,3,1,0,0,0.833,0.227
7939,70345,2010,1,KBO,Nexen,P,15,1,4,3,0,0,0.625,0.333
7940,70345,2011,1,KBO,Nexen,P,18,7,13,0,1,0,1,1.111
7941,70349,2002,1,KBO,Hyundai,P,2,0,0,0,0,0,,0
7942,70349,2004,1,KBO,Hyundai,P,1,0,1,0,0,0,1,1
7943,70349,2005,1,KBO,Hyundai,P,29,3,3,1,0,0,0.857,0.207
7944,70349,2006,1,KBO,Hyundai,P,61,7,3,0,0,0,1,0.164
7945,70349,2007,1,KBO,Hyundai,P,54,2,9,1,1,0,0.917,0.204
7946,70349,2008,1,KBO,Woori,P,34,0,1,0,0,0,1,0.029
7947,70349,2010,1,KBO,Nexen,P,42,1,14,0,1,0,1,0.357
7948,70349,2011,1,KBO,Nexen,P,34,1,1,0,0,0,1,0.059
7949,70349,2012,1,KBO,KIA,P,2,0,0,0,0,0,,0
7950,70352,2005,1,KBO,Hyundai,P,11,2,0,0,0,0,1,0.182
7951,70356,2003,1,KBO,Hyundai,P,27,1,10,2,0,0,0.846,0.407
7952,70356,2004,1,KBO,Hyundai,P,3,0,0,0,0,0,,0
7953,70356,2005,1,KBO,Hyundai,P,26,3,5,0,2,0,1,0.308
7954,70356,2006,1,KBO,Hyundai,P,7,0,2,1,0,0,0.667,0.286
7955,70356,2007,1,KBO,Hyundai,P,20,2,1,1,0,0,0.75,0.15
7956,70356,2008,1,KBO,Woori,P,2,0,0,0,0,0,,0
7957,70356,2009,1,KBO,Woori,P,18,1,5,1,0,0,0.857,0.333
7958,70356,2010,1,KBO,Nexen,P,8,3,1,1,0,0,0.8,0.5
7959,70364,2001,1,KBO,Hyundai,1B,26,160,21,1,15,0,0.995,6.962
7960,70364,2001,1,KBO,Hyundai,OF,5,2,0,0,0,0,1,0.4
7961,70364,2002,1,KBO,Hyundai,1B,7,39,2,0,6,0,1,5.857
7962,70364,2003,1,KBO,Hyundai,1B,52,375,19,3,32,0,0.992,7.577
7963,70364,2003,1,KBO,Hyundai,OF,2,0,0,1,0,0,0,0
7964,70364,2004,1,KBO,Hyundai,1B,13,50,1,0,4,0,1,3.923
7965,70364,2004,1,KBO,Hyundai,OF,9,2,0,0,0,0,1,0.222
7966,70364,2004,1,KBO,Hyundai,OF,8,5,0,0,0,0,1,0.625
7967,70364,2004,1,KBO,Hyundai,OF,2,1,0,0,0,0,1,0.5
7968,70364,2005,1,KBO,Hyundai,OF,13,21,0,0,0,0,1,1.615
7969,70364,2005,1,KBO,Hyundai,OF,10,18,0,2,0,0,0.9,1.8
7970,70364,2005,1,KBO,Hyundai,1B,6,35,4,0,2,0,1,6.5
7971,70364,2006,1,KBO,Hyundai,OF,11,8,0,0,0,0,1,0.727
7972,70364,2006,1,KBO,Hyundai,OF,7,10,0,0,0,0,1,1.429
7973,70364,2006,1,KBO,Hyundai,1B,2,10,1,1,2,0,0.917,5.5
7974,70364,2007,1,KBO,Hyundai,OF,1,1,0,0,0,0,1,1
7975,70364,2007,1,KBO,Hyundai,1B,1,1,0,0,0,0,1,1
7976,70364,2008,1,KBO,Woori,1B,23,112,10,1,11,0,0.992,5.304
7977,70364,2008,1,KBO,Woori,OF,2,1,0,0,0,0,1,0.5
7978,70364,2010,1,KBO,Hanwha,OF,17,15,0,0,0,0,1,0.882
7979,70364,2010,1,KBO,Hanwha,1B,9,41,4,0,4,0,1,5
7980,70408,2001,1,KBO,Samsung,SS,79,110,200,9,44,0,0.972,3.924
7981,70408,2001,1,KBO,Samsung,2B,4,2,3,0,0,0,1,1.25
7982,70408,2002,1,KBO,Samsung,2B,119,186,279,6,66,0,0.987,3.908
7983,70408,2003,1,KBO,Samsung,2B,70,107,142,2,33,0,0.992,3.557
7984,70408,2003,1,KBO,Samsung,SS,8,6,3,1,1,0,0.9,1.125
7985,70408,2004,1,KBO,Samsung,2B,16,14,10,1,2,0,0.96,1.5
7986,70408,2004,1,KBO,Samsung,SS,1,0,1,0,0,0,1,1
7987,70408,2005,1,KBO,Samsung,2B,6,0,2,0,0,0,1,0.333
7988,70408,2006,1,KBO,Samsung,2B,32,40,60,2,8,0,0.98,3.125
7989,70408,2006,1,KBO,Samsung,3B,1,0,0,0,0,0,,0
7990,70408,2007,1,KBO,Samsung,3B,24,6,16,1,0,0,0.957,0.917
7991,70408,2007,1,KBO,Samsung,2B,10,11,7,0,1,0,1,1.8
7992,70408,2007,1,KBO,Samsung,1B,10,49,1,1,2,0,0.98,5
7993,70408,2007,1,KBO,Samsung,SS,1,0,1,1,0,0,0.5,1
7994,70408,2008,1,KBO,SK,2B,15,19,21,0,6,0,1,2.667
7995,70408,2008,1,KBO,SK,1B,11,52,5,0,3,0,1,5.182
7996,70408,2009,1,KBO,SK,2B,17,22,23,0,8,0,1,2.647
7997,70408,2009,1,KBO,SK,1B,9,31,6,0,2,0,1,4.111
7998,70408,2009,1,KBO,SK,3B,6,3,5,1,0,0,0.889,1.333
7999,70408,2010,1,KBO,SK,1B,23,125,10,2,8,0,0.985,5.87
8000,70408,2010,1,KBO,SK,2B,2,1,1,0,0,0,1,1
8001,70408,2010,1,KBO,SK,3B,2,0,0,0,0,0,,0
8002,70408,2010,1,KBO,SK,OF,1,0,0,0,0,0,,0
8003,70408,2011,1,KBO,SK,1B,7,18,2,0,2,0,1,2.857
8004,70410,2001,1,KBO,Lotte,3B,55,34,72,8,10,0,0.93,1.927
8005,70410,2001,1,KBO,Lotte,1B,24,124,13,1,15,0,0.993,5.708
8006,70410,2001,1,KBO,Lotte,SS,24,17,42,4,11,0,0.937,2.458
8007,70410,2002,1,KBO,Lotte,OF,41,84,2,2,0,0,0.977,2.098
8008,70410,2002,1,KBO,Lotte,1B,18,119,7,0,18,0,1,7
8009,70410,2002,1,KBO,Lotte,SS,15,19,35,5,8,0,0.915,3.6
8010,70410,2002,1,KBO,Lotte,OF,2,2,0,0,0,0,1,1
8011,70410,2003,1,KBO,Lotte,OF,33,41,0,0,0,0,1,1.242
8012,70410,2003,1,KBO,Lotte,OF,15,17,1,0,0,0,1,1.2
8013,70410,2003,1,KBO,Lotte,3B,1,0,0,0,0,0,,0
8014,70410,2003,1,KBO,Lotte,OF,1,2,1,0,1,0,1,3
8015,70410,2004,1,KBO,Lotte,OF,58,123,7,2,3,0,0.985,2.241
8016,70410,2004,1,KBO,Lotte,1B,52,425,26,1,38,0,0.998,8.673
8017,70410,2004,1,KBO,Lotte,OF,13,20,0,0,0,0,1,1.538
8018,70410,2004,1,KBO,Lotte,OF,2,0,0,0,0,0,,0
8019,70410,2004,1,KBO,Lotte,SS,1,0,0,0,0,0,,0
8020,70410,2004,1,KBO,Lotte,2B,1,0,0,0,0,0,,0
8021,70410,2007,1,KBO,Lotte,OF,69,130,5,2,0,0,0.985,1.957
8022,70410,2007,1,KBO,Lotte,OF,35,68,4,1,1,0,0.986,2.057
8023,70410,2007,1,KBO,Lotte,1B,18,91,4,1,11,0,0.99,5.278
8024,70410,2007,1,KBO,Lotte,OF,2,0,1,0,0,0,1,0.5
