kbofID,playerID,yearID,stint,lgID,teamID,POS,G,PO,A,E,DP,PB,FP,RF
8025,70410,2008,1,KBO,Lotte,OF,58,104,6,4,0,0,0.965,1.897
8026,70410,2008,1,KBO,Lotte,1B,47,303,14,4,43,0,0.988,6.745
8027,70410,2008,1,KBO,Lotte,OF,25,24,1,0,0,0,1,1
8028,70410,2008,1,KBO,Lotte,OF,5,1,0,1,0,0,0.5,0.2
8029,70410,2009,1,KBO,Lotte,1B,78,642,55,5,78,0,0.993,8.936
8030,70410,2009,1,KBO,Lotte,OF,28,33,1,1,0,0,0.971,1.214
8031,70410,2009,1,KBO,Lotte,OF,15,11,0,0,0,0,1,0.733
8032,70410,2009,1,KBO,Lotte,OF,1,2,0,0,0,0,1,2
8033,70410,2010,1,KBO,Lotte,OF,59,48,5,1,1,0,0.981,0.898
8034,70410,2010,1,KBO,Lotte,1B,55,418,35,3,32,0,0.993,8.236
8035,70410,2010,1,KBO,Lotte,OF,42,54,2,1,0,0,0.982,1.333
8036,70410,2011,1,KBO,Lotte,OF,75,129,3,2,0,0,0.985,1.76
8037,70410,2011,1,KBO,Lotte,OF,17,25,1,0,1,0,1,1.529
8038,70410,2011,1,KBO,Lotte,1B,3,5,0,0,0,0,1,1.667
8039,70410,2011,1,KBO,Lotte,OF,2,0,0,0,0,0,,0
8040,70410,2012,1,KBO,Lotte,OF,104,176,10,2,0,0,0.989,1.788
8041,70410,2012,1,KBO,Lotte,1B,9,46,3,0,0,0,1,5.444
8042,70410,2013,1,KBO,KIA,OF,22,44,1,1,0,0,0.978,2.045
8043,70410,2013,1,KBO,KIA,OF,21,42,2,0,0,0,1,2.095
8044,70410,2013,1,KBO,KIA,1B,5,42,6,0,6,0,1,9.6
8045,70410,2014,1,KBO,KIA,OF,57,87,1,1,0,0,0.989,1.544
8046,70410,2014,1,KBO,KIA,1B,11,69,6,2,7,0,0.974,6.818
8047,70410,2014,1,KBO,KIA,OF,2,4,0,0,0,0,1,2
8048,70410,2015,1,KBO,KIA,OF,32,44,3,0,0,0,1,1.469
8049,70410,2015,1,KBO,KIA,1B,3,4,0,0,1,0,1,1.333
8050,70410,2016,1,KBO,KIA,OF,112,205,3,3,1,0,0.986,1.857
8051,70410,2016,1,KBO,KIA,1B,3,21,1,0,0,0,1,7.333
8052,70410,2017,1,KBO,KIA,1B,88,572,43,5,71,0,0.992,6.989
8053,70410,2017,1,KBO,KIA,OF,25,37,0,0,0,0,1,1.48
8054,70410,2017,1,KBO,KIA,OF,21,17,1,0,1,0,1,0.857
8055,70410,2018,1,KBO,KIA,1B,100,741,31,3,76,0,0.996,7.72
8056,70410,2018,1,KBO,KIA,OF,12,8,0,0,0,0,1,0.667
8057,70410,2018,1,KBO,KIA,OF,4,4,0,0,0,0,1,1
8058,70410,2019,1,KBO,KIA,1B,76,481,39,6,48,0,0.989,6.842
8059,70410,2019,1,KBO,KIA,OF,15,12,2,0,0,0,1,0.933
8060,70410,2020,1,KBO,KIA,1B,6,39,1,0,2,0,1,6.667
8061,70425,2001,1,KBO,Samsung,P,35,10,31,0,5,0,1,1.171
8062,70425,2002,1,KBO,Samsung,P,22,8,7,2,1,0,0.882,0.682
8063,70425,2003,1,KBO,Samsung,P,30,16,25,0,3,0,1,1.367
8064,70425,2004,1,KBO,Samsung,P,35,16,26,3,1,0,0.933,1.2
8065,70425,2005,1,KBO,Samsung,P,31,14,22,2,1,0,0.947,1.161
8066,70425,2006,1,KBO,Samsung,P,32,10,34,3,3,0,0.936,1.375
8067,70425,2008,1,KBO,Samsung,P,27,7,21,0,3,0,1,1.037
8068,70425,2009,1,KBO,Samsung,P,23,5,13,3,0,0,0.857,0.783
8069,70425,2010,1,KBO,Samsung,P,31,3,21,0,2,0,1,0.774
8070,70425,2011,1,KBO,Samsung,P,25,8,13,0,0,0,1,0.84
8071,70425,2012,1,KBO,Samsung,P,26,14,22,0,3,0,1,1.385
8072,70425,2013,1,KBO,Samsung,P,27,9,34,1,3,0,0.977,1.593
8073,70425,2014,1,KBO,Samsung,P,25,8,22,1,2,0,0.968,1.2
8074,70425,2015,1,KBO,Hanwha,P,32,6,14,2,0,0,0.909,0.625
8075,70425,2017,1,KBO,Hanwha,P,25,4,17,3,1,0,0.875,0.84
8076,70425,2018,1,KBO,Hanwha,P,11,3,6,0,0,0,1,0.818
8077,70425,2019,1,KBO,Doosan,P,37,5,7,1,0,0,0.923,0.324
8078,70427,2001,1,KBO,Samsung,OF,1,0,0,0,0,0,,0
8079,70434,2001,1,KBO,Samsung,P,21,6,10,0,0,0,1,0.762
8080,70434,2002,1,KBO,SK,P,16,1,3,1,0,0,0.8,0.25
8081,70434,2003,1,KBO,Lotte,P,8,2,0,0,0,0,1,0.25
8082,70434,2004,1,KBO,Lotte,P,15,2,3,0,0,0,1,0.333
8083,70434,2005,1,KBO,Lotte,P,22,5,10,1,3,0,0.938,0.682
8084,70434,2008,1,KBO,Lotte,P,21,3,13,0,2,0,1,0.762
8085,70434,2009,1,KBO,Lotte,P,17,6,10,1,0,0,0.941,0.941
8086,70434,2010,1,KBO,Lotte,P,7,1,2,0,0,0,1,0.429
8087,70434,2011,1,KBO,Lotte,P,4,0,2,0,1,0,1,0.5
8088,70434,2012,1,KBO,Lotte,P,25,8,18,1,3,0,0.963,1.04
8089,70444,2002,1,KBO,Lotte,P,21,3,5,0,0,0,1,0.381
8090,70444,2002,1,KBO,Lotte,OF,3,2,0,0,0,0,1,0.667
8091,70444,2003,1,KBO,Lotte,P,11,1,1,0,0,0,1,0.182
8092,70464,2001,1,KBO,Samsung,2B,4,2,1,0,0,0,1,0.75
8093,70531,2001,1,KBO,Lotte,P,25,3,6,1,1,0,0.9,0.36
8094,70531,2002,1,KBO,Lotte,P,3,0,0,0,0,0,,0
8095,70553,2001,1,KBO,Lotte,SS,31,22,62,3,9,0,0.966,2.71
8096,70553,2001,1,KBO,Lotte,2B,14,11,14,0,4,0,1,1.786
8097,70553,2001,1,KBO,Lotte,3B,1,0,0,0,0,0,,0
8098,70553,2002,1,KBO,Lotte,SS,55,57,140,10,37,0,0.952,3.582
8099,70553,2002,1,KBO,Lotte,2B,5,2,2,0,1,0,1,0.8
8100,70553,2003,1,KBO,Lotte,SS,92,119,252,16,54,0,0.959,4.033
8101,70553,2004,1,KBO,Lotte,SS,131,177,355,13,76,0,0.976,4.061
8102,70553,2004,1,KBO,Lotte,2B,2,0,2,0,0,0,1,1
8103,70553,2005,1,KBO,Lotte,SS,109,152,314,19,55,0,0.961,4.275
8104,70553,2005,1,KBO,Lotte,2B,5,13,11,0,5,0,1,4.8
8105,70553,2006,1,KBO,Lotte,SS,109,146,313,5,57,0,0.989,4.211
8106,70553,2006,1,KBO,Lotte,2B,9,14,18,0,6,0,1,3.556
8107,70553,2007,1,KBO,Lotte,SS,76,87,169,9,31,0,0.966,3.368
8108,70553,2007,1,KBO,Lotte,2B,56,90,97,2,26,0,0.989,3.339
8109,70553,2008,1,KBO,Lotte,SS,113,171,383,18,70,0,0.969,4.903
8110,70553,2009,1,KBO,Lotte,SS,109,166,298,16,66,0,0.967,4.257
8111,70553,2010,1,KBO,Lotte,SS,48,74,147,10,32,0,0.957,4.604
8112,70553,2013,1,KBO,Lotte,SS,31,33,67,3,16,0,0.971,3.226
8113,70553,2014,1,KBO,Lotte,SS,22,24,54,2,9,0,0.975,3.545
8114,70553,2015,1,KBO,KT,SS,119,134,279,8,62,0,0.981,3.471
8115,70553,2015,1,KBO,KT,2B,13,6,11,0,4,0,1,1.308
8116,70553,2015,1,KBO,KT,3B,4,2,1,0,1,0,1,0.75
8117,70553,2016,1,KBO,KT,SS,105,137,262,11,53,0,0.973,3.8
8118,70553,2016,1,KBO,KT,2B,18,20,23,2,10,0,0.956,2.389
8119,70553,2017,1,KBO,KT,SS,97,85,213,9,46,0,0.971,3.072
8120,70553,2018,1,KBO,KT,SS,73,56,124,3,31,0,0.984,2.466
8121,70553,2018,1,KBO,KT,2B,27,43,47,1,12,0,0.989,3.333
8122,70571,2001,1,KBO,Lotte,P,1,0,0,0,0,0,,0
8123,70608,2001,1,KBO,SK,OF,31,41,2,1,1,0,0.977,1.387
8124,70608,2001,1,KBO,SK,OF,3,5,0,0,0,0,1,1.667
8125,70608,2002,1,KBO,SK,OF,27,40,0,1,0,0,0.976,1.481
8126,70608,2002,1,KBO,SK,OF,2,0,0,0,0,0,,0
8127,70608,2003,1,KBO,SK,OF,10,12,1,1,0,0,0.929,1.3
8128,70608,2003,1,KBO,SK,OF,8,6,1,0,0,0,1,0.875
8129,70608,2003,1,KBO,SK,OF,2,1,0,0,0,0,1,0.5
8130,70608,2004,1,KBO,LG,OF,10,6,0,0,0,0,1,0.6
8131,70608,2004,1,KBO,LG,OF,7,4,0,0,0,0,1,0.571
8132,70608,2004,1,KBO,LG,1B,2,1,1,0,0,0,1,1
8133,70612,2001,1,KBO,KIA,C,126,671,63,8,10,8,0.989,5.825
8134,70612,2002,1,KBO,KIA,C,113,664,54,6,8,8,0.992,6.354
8135,70612,2003,1,KBO,KIA,C,125,733,74,7,5,7,0.991,6.456
8136,70612,2004,1,KBO,KIA,C,127,680,56,6,12,4,0.992,5.795
8137,70612,2005,1,KBO,KIA,C,103,569,37,6,10,3,0.99,5.883
8138,70612,2006,1,KBO,KIA,C,120,690,64,5,11,4,0.993,6.283
8139,70612,2007,1,KBO,KIA,C,108,527,34,4,11,7,0.993,5.194
8140,70612,2008,1,KBO,KIA,C,32,143,17,0,2,3,1,5
8141,70612,2009,1,KBO,KIA,C,120,765,53,5,8,3,0.994,6.817
8142,70612,2010,1,KBO,KIA,C,97,600,35,11,9,2,0.983,6.546
8143,70612,2011,1,KBO,KIA,C,57,265,12,2,1,1,0.993,4.86
8144,70612,2012,1,KBO,KIA,C,77,330,31,2,4,3,0.994,4.688
8145,70612,2013,1,KBO,KIA,C,49,228,11,1,1,1,0.996,4.878
8146,70612,2014,1,KBO,KIA,C,9,29,1,0,0,2,1,3.333
8147,70615,2001,1,KBO,Samsung,P,7,0,1,0,0,0,1,0.143
8148,70615,2002,1,KBO,Samsung,P,32,3,15,2,0,0,0.9,0.562
8149,70615,2003,1,KBO,Samsung,P,38,0,11,1,0,0,0.917,0.289
8150,70615,2004,1,KBO,Samsung,P,23,0,0,0,0,0,,0
8151,70615,2005,1,KBO,Samsung,P,60,2,6,1,0,0,0.889,0.133
8152,70615,2006,1,KBO,Samsung,P,30,2,6,1,0,0,0.889,0.267
8153,70615,2007,1,KBO,Lotte,P,58,2,9,0,0,0,1,0.19
8154,70615,2008,1,KBO,Lotte,P,64,4,7,0,1,0,1,0.172
8155,70615,2009,1,KBO,Lotte,P,54,4,8,0,1,0,1,0.222
8156,70615,2010,1,KBO,Lotte,P,63,6,7,1,2,0,0.929,0.206
8157,70615,2011,1,KBO,Lotte,P,64,1,7,0,0,0,1,0.125
8158,70615,2012,1,KBO,Lotte,P,55,3,14,0,1,0,1,0.309
8159,70615,2013,1,KBO,Lotte,P,55,4,6,0,0,0,1,0.182
8160,70615,2014,1,KBO,Lotte,P,52,1,13,0,0,0,1,0.269
8161,70615,2015,1,KBO,Lotte,P,50,0,6,0,0,0,1,0.12
8162,70615,2016,1,KBO,Lotte,P,24,0,0,1,0,0,0,0
8163,70615,2017,1,KBO,Lotte,P,4,0,1,0,0,0,1,0.25
8164,70626,2001,1,KBO,KIA,SS,109,175,291,11,70,0,0.977,4.275
8165,70626,2001,1,KBO,KIA,3B,24,17,48,4,5,0,0.942,2.708
8166,70626,2002,1,KBO,KIA,SS,110,208,296,16,69,0,0.969,4.582
8167,70626,2003,1,KBO,KIA,SS,128,187,365,13,68,0,0.977,4.312
8168,70626,2004,1,KBO,KIA,SS,79,129,202,10,47,0,0.971,4.19
8169,70626,2004,1,KBO,KIA,2B,9,16,25,1,5,0,0.976,4.556
8170,70626,2004,1,KBO,KIA,3B,1,1,1,0,0,0,1,2
8171,70626,2005,1,KBO,KIA,SS,52,93,149,0,33,0,1,4.654
8172,70626,2005,1,KBO,KIA,3B,39,25,73,4,4,0,0.961,2.513
8173,70626,2006,1,KBO,KIA,SS,59,92,158,3,41,0,0.988,4.237
8174,70626,2006,1,KBO,KIA,2B,1,0,1,0,0,0,1,1
8175,70626,2007,1,KBO,KIA,SS,51,60,126,3,17,0,0.984,3.647
8176,70626,2007,1,KBO,KIA,2B,8,19,15,1,5,0,0.971,4.25
8177,70626,2007,1,KBO,KIA,3B,1,0,1,0,0,0,1,1
8178,70626,2009,1,KBO,KIA,1B,17,99,8,1,11,0,0.991,6.294
8179,70626,2010,1,KBO,KIA,1B,3,28,2,0,3,0,1,10
8180,70630,2001,1,KBO,KIA,P,16,2,2,0,0,0,1,0.25
8181,70630,2002,1,KBO,KIA,P,7,0,1,0,0,0,1,0.143
8182,70641,2001,1,KBO,KIA,OF,46,97,1,1,0,0,0.99,2.13
8183,70641,2001,1,KBO,KIA,OF,1,0,0,0,0,0,,0
8184,70646,2001,1,KBO,KIA,3B,10,2,13,0,0,0,1,1.5
8185,70646,2001,1,KBO,KIA,2B,1,0,0,0,0,0,,0
8186,70646,2002,1,KBO,LG,3B,13,1,13,2,2,0,0.875,1.077
8187,70646,2002,1,KBO,LG,SS,7,2,1,0,0,0,1,0.429
8188,70646,2002,1,KBO,LG,1B,2,2,1,0,0,0,1,1.5
8189,70646,2003,1,KBO,LG,3B,42,26,75,9,8,0,0.918,2.405
8190,70646,2003,1,KBO,LG,1B,2,4,0,0,0,0,1,2
8191,70646,2003,1,KBO,LG,SS,1,0,0,1,0,0,0,0
8192,70646,2004,1,KBO,LG,3B,74,49,117,14,15,0,0.922,2.243
8193,70646,2004,1,KBO,LG,1B,15,72,5,2,10,0,0.975,5.133
8194,70646,2004,1,KBO,LG,OF,4,0,0,0,0,0,,0
8195,70646,2004,1,KBO,LG,SS,1,0,1,0,0,0,1,1
8196,70646,2007,1,KBO,LG,3B,119,83,213,19,30,0,0.94,2.487
8197,70646,2007,1,KBO,LG,1B,7,9,1,0,1,0,1,1.429
8198,70646,2008,1,KBO,LG,3B,73,64,114,9,10,0,0.952,2.438
8199,70646,2008,1,KBO,LG,1B,11,18,0,0,1,0,1,1.636
8200,70646,2009,1,KBO,KIA,3B,115,89,216,20,19,0,0.938,2.652
8201,70646,2009,1,KBO,KIA,1B,9,28,1,1,3,0,0.967,3.222
8202,70646,2009,1,KBO,KIA,OF,1,1,0,0,0,0,1,1
8203,70646,2010,1,KBO,KIA,3B,49,36,84,6,6,0,0.952,2.449
8204,70646,2010,1,KBO,KIA,1B,11,88,8,1,5,0,0.99,8.727
8205,70646,2011,1,KBO,KIA,OF,77,106,4,5,0,0,0.957,1.429
8206,70646,2011,1,KBO,KIA,1B,16,139,5,2,10,0,0.986,9
8207,70646,2012,1,KBO,KIA,OF,22,42,1,0,0,0,1,1.955
8208,70646,2013,1,KBO,SK,OF,35,62,4,5,1,0,0.93,1.886
8209,70646,2013,1,KBO,SK,OF,26,30,3,0,0,0,1,1.269
8210,70646,2013,1,KBO,SK,3B,6,4,4,3,1,0,0.727,1.333
8211,70646,2013,1,KBO,SK,1B,2,1,0,0,0,0,1,0.5
8212,70646,2014,1,KBO,SK,OF,23,34,1,1,0,0,0.972,1.522
8213,70646,2014,1,KBO,SK,OF,2,1,0,0,0,0,1,0.5
8214,70646,2014,1,KBO,SK,1B,1,1,0,1,0,0,0.5,1
8215,70646,2015,1,KBO,KT,1B,67,468,48,9,52,0,0.983,7.701
8216,70646,2015,1,KBO,KT,OF,50,57,3,2,0,0,0.968,1.2
8217,70646,2015,1,KBO,KT,OF,3,2,0,0,0,0,1,0.667
8218,70646,2016,1,KBO,KT,1B,56,418,35,9,56,0,0.981,8.089
8219,70649,2001,1,KBO,LG,OF,2,0,0,0,0,0,,0
8220,70649,2004,1,KBO,LG,OF,7,8,0,0,0,0,1,1.143
8221,70649,2004,1,KBO,LG,1B,3,6,1,0,1,0,1,2.333
8222,70649,2004,1,KBO,LG,OF,2,3,1,0,0,0,1,2
8223,70649,2005,1,KBO,LG,2B,1,1,0,0,0,0,1,1
8224,70649,2005,1,KBO,LG,1B,1,2,1,0,0,0,1,3
8225,70649,2006,1,KBO,LG,3B,38,31,71,6,5,0,0.944,2.684
8226,70649,2006,1,KBO,LG,1B,27,209,18,2,22,0,0.991,8.407
8227,70649,2006,1,KBO,LG,OF,16,27,2,0,2,0,1,1.812
8228,70649,2006,1,KBO,LG,OF,1,0,0,0,0,0,,0
8229,70649,2007,1,KBO,Lotte,1B,34,146,11,0,17,0,1,4.618
8230,70649,2007,1,KBO,Lotte,OF,4,5,0,0,0,0,1,1.25
8231,70649,2007,1,KBO,Lotte,OF,1,1,0,0,0,0,1,1
8232,70655,2001,1,KBO,KIA,P,45,6,11,0,0,0,1,0.378
8233,70655,2002,1,KBO,KIA,P,2,0,0,0,0,0,,0
8234,70655,2004,1,KBO,KIA,P,1,0,1,0,0,0,1,1
8235,70655,2005,1,KBO,KIA,P,4,2,2,0,0,0,1,1
8236,70655,2006,1,KBO,KIA,P,3,0,1,0,0,0,1,0.333
8237,70655,2007,1,KBO,KIA,P,3,0,1,0,0,0,1,0.333
8238,70706,2001,1,KBO,Hanwha,2B,1,0,0,0,0,0,,0
8239,70719,2001,1,KBO,Hanwha,P,6,1,1,0,0,0,1,0.333
8240,70719,2002,1,KBO,Hanwha,P,7,0,2,0,1,0,1,0.286
8241,70719,2003,1,KBO,Hanwha,P,1,0,1,0,0,0,1,1
8242,70723,2002,1,KBO,Hanwha,OF,8,10,0,0,0,0,1,1.25
8243,70723,2002,1,KBO,Hanwha,OF,6,3,0,0,0,0,1,0.5
8244,70723,2003,1,KBO,Hanwha,OF,13,13,0,1,0,0,0.929,1
8245,70723,2003,1,KBO,Hanwha,OF,10,7,1,0,0,0,1,0.8
8246,70723,2003,1,KBO,Hanwha,OF,7,8,1,0,0,0,1,1.286
8247,70723,2003,1,KBO,Hanwha,2B,2,1,0,0,0,0,1,0.5
8248,70723,2003,1,KBO,Hanwha,1B,1,1,0,0,0,0,1,1
8249,70723,2004,1,KBO,Hanwha,OF,5,4,0,0,0,0,1,0.8
8250,70723,2004,1,KBO,Hanwha,OF,4,7,0,0,0,0,1,1.75
8251,70738,2004,1,KBO,Hanwha,OF,1,0,0,0,0,0,,0
8252,70750,2002,1,KBO,Hanwha,P,2,0,0,0,0,0,,0
8253,70750,2003,1,KBO,Hanwha,P,1,0,0,0,0,0,,0
8254,70754,2002,1,KBO,Hanwha,P,20,2,2,0,0,0,1,0.2
8255,70755,2001,1,KBO,Hanwha,P,40,14,20,0,0,0,1,0.85
8256,70755,2002,1,KBO,Hanwha,P,28,7,18,2,2,0,0.926,0.893
8257,70755,2003,1,KBO,Hanwha,P,32,4,17,0,1,0,1,0.656
8258,70755,2004,1,KBO,Hanwha,P,20,1,7,0,1,0,1,0.4
8259,70755,2005,1,KBO,Hanwha,P,5,1,0,0,0,0,1,0.2
8260,70755,2010,1,KBO,Doosan,P,2,0,0,0,0,0,,0
8261,70756,2001,1,KBO,Hanwha,2B,49,73,76,5,18,0,0.968,3.041
8262,70756,2001,1,KBO,Hanwha,SS,18,15,41,2,9,0,0.966,3.111
8263,70756,2001,1,KBO,Hanwha,3B,14,0,4,2,0,0,0.667,0.286
8264,70756,2002,1,KBO,Hanwha,3B,74,45,130,3,9,0,0.983,2.365
8265,70756,2002,1,KBO,Hanwha,SS,38,40,68,2,10,0,0.982,2.842
8266,70756,2002,1,KBO,Hanwha,2B,7,4,3,0,0,0,1,1
8267,70756,2002,1,KBO,Hanwha,OF,1,0,0,0,0,0,,0
8268,70756,2003,1,KBO,Hanwha,3B,95,72,183,6,18,0,0.977,2.684
8269,70756,2003,1,KBO,Hanwha,2B,11,28,17,2,5,0,0.957,4.091
8270,70756,2003,1,KBO,Hanwha,SS,3,3,5,0,0,0,1,2.667
8271,70756,2004,1,KBO,Hanwha,SS,80,83,209,16,37,0,0.948,3.65
8272,70756,2004,1,KBO,Hanwha,3B,66,36,142,14,11,0,0.927,2.697
8273,70756,2004,1,KBO,Hanwha,2B,4,3,2,0,1,0,1,1.25
8274,70756,2005,1,KBO,Hanwha,3B,125,83,283,15,25,0,0.961,2.928
8275,70756,2006,1,KBO,Hanwha,3B,125,91,242,13,23,0,0.962,2.664
8276,70756,2007,1,KBO,Hanwha,3B,126,84,306,13,29,0,0.968,3.095
8277,70756,2008,1,KBO,Hanwha,3B,125,69,262,7,35,0,0.979,2.648
8278,70756,2009,1,KBO,Hanwha,3B,119,66,232,14,23,0,0.955,2.504
8279,70756,2011,1,KBO,KIA,3B,86,68,160,3,18,0,0.987,2.651
8280,70756,2011,1,KBO,KIA,SS,1,2,3,0,3,0,1,5
8281,70756,2012,1,KBO,KIA,3B,32,20,58,3,3,0,0.963,2.438
8282,70756,2013,1,KBO,KIA,3B,104,63,176,3,18,0,0.988,2.298
8283,70756,2013,1,KBO,KIA,1B,3,7,1,0,0,0,1,2.667
8284,70756,2014,1,KBO,KIA,3B,91,41,150,9,21,0,0.955,2.099
8285,70756,2014,1,KBO,KIA,1B,2,6,1,0,2,0,1,3.5
8286,70756,2015,1,KBO,KIA,3B,131,77,198,9,28,0,0.968,2.099
8287,70756,2015,1,KBO,KIA,1B,7,18,6,0,3,0,1,3.429
8288,70756,2015,1,KBO,KIA,SS,1,0,0,0,0,0,,0
8289,70756,2016,1,KBO,KIA,3B,130,70,215,11,30,0,0.963,2.192
8290,70756,2017,1,KBO,KIA,3B,111,57,179,13,24,0,0.948,2.126
8291,70756,2017,1,KBO,KIA,1B,2,5,1,0,0,0,1,3
8292,70756,2018,1,KBO,KIA,3B,101,51,142,4,12,0,0.98,1.911
8293,70756,2018,1,KBO,KIA,1B,8,23,2,0,4,0,1,3.125
8294,70756,2019,1,KBO,KIA,1B,3,5,1,0,0,0,1,2
8295,70756,2019,1,KBO,KIA,3B,1,0,1,0,0,0,1,1
8296,70766,2001,1,KBO,Hanwha,2B,31,30,33,1,8,0,0.984,2.032
8297,70766,2002,1,KBO,Hanwha,2B,1,0,1,0,0,0,1,1
8298,70766,2002,1,KBO,Hanwha,OF,1,0,0,0,0,0,,0
8299,70814,2001,1,KBO,SK,2B,3,1,1,0,0,0,1,0.667
8300,70814,2001,1,KBO,SK,3B,1,0,0,0,0,0,,0
8301,70814,2001,1,KBO,SK,SS,1,0,0,0,0,0,,0
8302,70814,2004,1,KBO,SK,2B,1,0,0,0,0,0,,0
8303,70820,2001,1,KBO,SK,P,35,8,45,4,2,0,0.93,1.514
8304,70820,2002,1,KBO,SK,P,27,5,24,0,1,0,1,1.074
8305,70820,2003,1,KBO,SK,P,23,4,16,0,3,0,1,0.87
8306,70820,2004,1,KBO,SK,P,31,4,26,3,1,0,0.909,0.968
8307,70820,2005,1,KBO,SK,P,3,0,0,0,0,0,,0
8308,70820,2008,1,KBO,SK,P,29,0,6,0,0,0,1,0.207
8309,70820,2009,1,KBO,SK,P,68,0,13,0,1,0,1,0.191
8310,70820,2010,1,KBO,SK,P,65,4,10,0,0,0,1,0.215
8311,70820,2011,1,KBO,SK,P,51,2,9,0,0,0,1,0.216
8312,70820,2012,1,KBO,Lotte,P,41,3,8,0,0,0,1,0.268
8313,70820,2013,1,KBO,NC,P,12,0,2,1,1,0,0.667,0.167
8314,70820,2015,1,KBO,NC,P,1,1,0,0,0,0,1,1
8315,70833,2001,1,KBO,SK,OF,105,196,4,2,0,0,0.99,1.905
8316,70833,2001,1,KBO,SK,OF,6,2,0,0,0,0,1,0.333
8317,70833,2001,1,KBO,SK,OF,4,0,1,0,0,0,1,0.25
8318,70833,2002,1,KBO,SK,OF,89,143,5,1,1,0,0.993,1.663
8319,70833,2002,1,KBO,SK,OF,68,105,2,0,1,0,1,1.574
8320,70833,2002,1,KBO,SK,OF,3,0,0,0,0,0,,0
8321,70833,2003,1,KBO,SK,OF,76,98,3,2,1,0,0.981,1.329
8322,70833,2003,1,KBO,SK,OF,1,2,0,0,0,0,1,2
8323,70833,2003,1,KBO,SK,3B,1,0,0,0,0,0,,0
8324,70833,2003,1,KBO,SK,2B,1,0,0,0,0,0,,0
8325,70833,2004,1,KBO,SK,OF,97,165,5,0,2,0,1,1.753
8326,70833,2004,1,KBO,SK,OF,1,0,0,0,0,0,,0
8327,70833,2005,1,KBO,SK,OF,2,1,0,0,0,0,1,0.5
8328,70833,2005,1,KBO,SK,OF,1,0,0,0,0,0,,0
8329,70833,2008,1,KBO,KIA,OF,39,52,0,1,0,0,0.981,1.333
8330,70833,2008,1,KBO,KIA,OF,15,20,0,0,0,0,1,1.333
8331,70833,2008,1,KBO,KIA,2B,1,0,1,0,0,0,1,1
8332,70833,2008,1,KBO,KIA,1B,1,2,0,0,0,0,1,2
8333,70833,2008,1,KBO,KIA,3B,1,0,0,0,0,0,,0
8334,70833,2010,1,KBO,KIA,OF,1,0,0,0,0,0,,0
8335,70834,2001,1,KBO,SK,SS,113,161,325,22,71,0,0.957,4.301
8336,70834,2001,1,KBO,SK,3B,1,0,0,1,0,0,0,0
8337,70834,2002,1,KBO,Samsung,SS,128,181,308,22,59,0,0.957,3.82
8338,70834,2003,1,KBO,Samsung,SS,101,145,259,10,52,0,0.976,4
8339,70834,2004,1,KBO,SK,3B,98,75,176,10,18,0,0.962,2.561
8340,70834,2004,1,KBO,SK,SS,5,4,12,0,3,0,1,3.2
8341,70834,2004,1,KBO,SK,1B,2,0,0,0,0,0,,0
8342,70834,2005,1,KBO,Hanwha,SS,77,125,223,21,45,0,0.943,4.519
8343,70839,2001,1,KBO,SK,P,11,1,0,0,0,0,1,0.091
8344,70839,2002,1,KBO,SK,P,5,1,0,0,0,0,1,0.2
8345,70839,2003,1,KBO,SK,P,25,1,7,0,0,0,1,0.32
8346,70839,2004,1,KBO,SK,P,58,7,12,1,2,0,0.95,0.328
8347,70839,2005,1,KBO,SK,P,30,14,37,2,2,0,0.962,1.7
8348,70839,2006,1,KBO,SK,P,24,5,25,3,3,0,0.909,1.25
8349,70839,2007,1,KBO,SK,P,1,0,0,0,0,0,,0
8350,70839,2011,1,KBO,SK,P,3,0,1,0,0,0,1,0.333
8351,70839,2012,1,KBO,SK,P,5,1,2,0,0,0,1,0.6
8352,70839,2013,1,KBO,KIA,P,55,2,5,1,0,0,0.875,0.127
8353,70839,2014,1,KBO,LG,P,11,2,1,1,0,0,0.75,0.273
8354,70839,2015,1,KBO,LG,P,37,0,5,0,2,0,1,0.135
8355,70839,2016,1,KBO,LG,P,49,3,4,0,0,0,1,0.143
8356,70839,2017,1,KBO,LG,P,3,0,0,0,0,0,,0
8357,70840,2001,1,KBO,Doosan,P,21,20,19,3,2,0,0.929,1.857
8358,70840,2002,1,KBO,Doosan,P,27,8,23,0,1,0,1,1.148
8359,70855,2002,1,KBO,SK,P,5,1,1,0,0,0,1,0.4
8360,70855,2003,1,KBO,SK,P,16,3,3,0,0,0,1,0.375
8361,70855,2004,1,KBO,SK,P,22,1,11,1,0,0,0.923,0.545
8362,70855,2005,1,KBO,SK,P,8,1,4,0,1,0,1,0.625
8363,70855,2006,1,KBO,SK,P,2,0,0,0,0,0,,0
8364,70855,2009,1,KBO,SK,P,6,1,2,0,0,0,1,0.5
8365,70855,2010,1,KBO,SK,P,34,3,6,0,0,0,1,0.265
8366,70855,2011,1,KBO,SK,P,20,0,5,0,1,0,1,0.25
8367,70855,2012,1,KBO,SK,P,49,1,5,2,0,0,0.75,0.122
8368,70855,2014,1,KBO,SK,P,5,0,0,0,0,0,,0
8369,71118,2001,1,KBO,LG,P,33,3,10,1,0,0,0.929,0.394
8370,71118,2002,1,KBO,LG,P,78,6,23,0,2,0,1,0.372
8371,71118,2003,1,KBO,LG,P,33,3,14,1,0,0,0.944,0.515
